	25_40	40_45	45_50	50_55	55_60	60_65	65_75.5
time	25_40	40_45	45_50	50_55	55_60	60_65	65_75.5
CE.12.0.	0.0512444363818796	-0.0173561148723927	-0.00194179918741585	0.00969164806032885	-0.0314723992719579	0.0155077728697663	-0.0256735439802083
CE.14.0.	0.0562699428639257	-0.0480275963799011	-0.0455384518983901	-0.0244321848104603	0.00307511297750174	0.0476278408749096	0.0110253363724147
CE.14.1.	0.0282510029461535	-0.0804558785113277	-0.0410938195330262	0.00241024266685832	0.0277588028455958	0.0476121606405402	0.0155174889452061
CE.15.0.	0.0275333373053702	-0.0154720609339581	-0.0241606782508386	-0.0278360395228903	-0.0105287175666121	0.0390232706984074	0.0114408882705218
CE.16.0.	0.00501372833588354	-0.00177772577679436	0.000182702460589379	-0.0150985188827315	-0.00713566159137846	0.0231564938022384	-0.00434101834780787
CE.16.1.	0.0231636014765575	-0.0770284031581865	-0.0522549223700837	-0.0230859529107168	0.0230528111350154	0.0598780821026077	0.0462747837248068
CE.17.0.	0.0269815648971661	-0.00339081139197583	-0.00929263924623325	-0.027773715150707	-0.0182494980223119	0.0317994088019939	-7.43098879320003e-05
CE.18.0.	-0.00726349806112991	-0.0112620661081315	0.00122643756108887	-0.00390183339688099	-0.00113020589146506	0.0319753358845389	-0.00964416998802009
CE.18.1.	-0.000654169961632256	-0.0115749406642571	-0.00354075599694781	-0.00758904482179856	0.002910392454194	0.0306611072772034	-0.0102125882867607
CE.18.2.	0.00576792883243948	-0.000532648208651842	0.0210046432830073	0.0161958115539376	-0.00856062735100771	0.0116915184576376	-0.0455666265673611
CE.18.3.	-0.00662162374179442	-0.0442449357983237	-0.0180148594503544	0.00185252903073652	0.013567354725015	0.0235153324959851	0.0299462027387356
CE.18.4.	-0.0189310091256649	-0.048091191130124	-0.0436095169722227	-0.00911885021812392	0.0239474584374728	0.024993170188661	0.0708099388200017
CE.20.0.	-0.027008189258182	-0.0118123478145487	-0.00738369617998472	0.0282701375040441	0.0116394435191246	0.0178299875709936	-0.0115353353414469
CE.20.1.	-0.0122733184995988	0.0193984733412917	0.0211647198599426	0.0103042720721669	-0.00560032896153767	0.0143804925496381	-0.0473743103619029
CE.20.2.	0.00159142019270522	-0.0223210001725243	0.00118680574401492	0.0142445384705681	0.00722805061591417	0.011537421751709	-0.0134672366023872
CE.20.3.	-0.0320937208105458	-0.0503410152585249	-0.0100467430062749	0.0164526807027641	0.0238929949387445	0.0335710112113461	0.0185647922224905
CE.20.4.	-0.0726158498732681	-0.0379278656659321	0.0207899192661909	-0.0276746757143052	0.0343327958925665	0.0450009353389973	0.0380947407557493
CE.20.5.	-0.111607357350449	0.052681139999331	-0.0444062846920861	-0.0863815398099903	0.0156274317262652	0.0523105857264485	0.121776024400481
CE.22.0.	-0.00705970166009184	-0.00341818752371342	-0.00383617660522662	-0.00341185329281751	0.00551251230839422	0.0286359737894097	-0.0164225670159546
CE.22.1.	-0.00539010045324034	0.014267716249343	0.0139435377462665	-3.99284513056819e-05	-0.0107072890852686	0.00364231180319868	-0.0157162478089936
