	25_35	35_45	45_50	50_55	55_60	60_65	65_70	70_76
time	25_35	35_45	45_50	50_55	55_60	60_65	65_70	70_76
M676T755_POS_RPLC	27.1021178360657	26.6385989443402	26.6389406150484	27.0267829625778	26.9415119912965	27.1249502565844	27.1388401330138	26.7314593015176
M707T752_POS_RPLC	24.7021198241892	23.8708742804276	24.6423978215421	24.4682191343347	24.4236368043023	24.4681640861562	24.3057313932018	24.4857647587871
M759T811_POS_RPLC	30.5881441027625	29.5239571804159	30.6552975447805	30.334741187759	30.443305878801	30.4131024490409	29.8144509046406	30.6232085925404
M778T435_POS_RPLC	22.4086695929214	21.8848782493236	21.9332593710202	22.0632030936485	21.8881180993998	22.0184166800872	21.8262846638915	21.6158182918456
M783T816_POS_RPLC	28.7570217294799	28.551537673146	28.1652164135268	28.468652075122	28.0991025699297	27.9561257766845	28.4178451955609	27.5176992685188
M787T628_POS_RPLC	25.6783334450222	25.0685607624496	24.9292637681431	25.5455095130559	25.1018444507645	25.5019376692589	25.1042861622481	24.3859596309244
M87T38_NEG_RPLC	20.5897864161806	20.4861456585785	20.5521935087479	20.7011016989599	20.5735524332171	20.6389589338651	20.6020820286316	20.8275548972831
M89T34_NEG_RPLC	26.5420891877753	26.3007239972946	26.5812257377445	26.5577153014892	26.5065170752788	26.4705171964268	26.4157324987362	26.8268172589632
M97T848_NEG_RPLC	24.1861628239585	23.9598964897818	24.0628270450353	24.1207163087704	24.1058294341251	24.1953584525596	24.0863091266689	24.1744895738052
M103T33_NEG_RPLC	26.0107833858073	26.4734370603095	26.3165248312399	26.095310444353	25.9243935133281	26.1729207491128	25.9710159554943	25.8335853957749
M115T34_NEG_RPLC	27.1429823818322	26.9482412153106	27.0196792669033	26.7518978340587	26.8329262315094	26.8594665424244	26.7809435974026	26.6805096416093
M117T37_NEG_RPLC	27.2564196647652	26.9566684631499	26.9780473437727	26.7014128430745	26.4677587368111	26.6220331495968	26.5086289326551	26.5061784722961
M128T33_NEG_RPLC	22.7567057084336	22.7296546670205	22.9797528404948	22.7392060526351	22.629665469697	22.8408195857386	22.8720108813711	22.9499898963248
M129T54_2_NEG_RPLC	31.3536982934446	31.2892729507629	31.3500381613709	31.1332027242411	31.2250895052728	31.0806985147117	31.0900392381197	31.0346058114255
M132T47_NEG_RPLC	23.8619834601203	23.5201753577436	23.7562468539923	23.6529510383265	23.6457898102669	23.748042372119	23.5217764034922	23.4450571629169
M134T109_NEG_RPLC	21.6532397731705	21.7071462554511	21.7656094440804	22.182196027559	22.0616789539595	21.9206811309124	21.9975074440966	22.7808447004449
M136T230_NEG_RPLC	19.8769135196972	19.6611504226869	19.6065302436064	19.7017603640239	19.7857120820874	19.8906152332468	19.7227639883291	19.4765316086239
M137T129_NEG_RPLC	23.7539313225675	24.9249175181198	23.3644673910409	24.9904250963736	26.258078344598	25.9178948395727	26.450706984833	26.1169111578669
M137T209_2_NEG_RPLC	23.0073436459469	22.9892979598588	23.1561528329924	23.189972647399	23.0789362726114	23.2815504052048	23.0466139278552	22.4983047669674
M141T256_NEG_RPLC	20.975986024933	21.4550891469928	21.4669650501325	21.3266437890157	21.490669400876	21.5241070381295	21.2925887617428	21.8160075636703
M143T308_NEG_RPLC	21.3093393877572	21.524640608416	21.0642232212733	21.7282326182991	21.1526119311176	21.4995897523443	21.1579829010243	21.2369099065373
M144T214_NEG_RPLC	24.6877616726655	24.3130570989494	24.5065008548463	24.3830311558868	24.2773271494712	24.4095400369618	24.3709625702619	25.2253555387109
M144T285_1_NEG_RPLC	20.9922310290818	20.6852412792288	20.5037636600527	20.7364464476442	21.0490689066893	20.7480945916901	20.4464124102656	20.3689283418354
M145T53_NEG_RPLC	20.5496559325871	20.4336498940752	20.8088836528397	20.8957384737156	20.679407819576	20.8404911307557	20.887694476148	20.442301970398
M145T151_NEG_RPLC	22.2538971389202	22.0474279273313	22.5423207220808	22.4953154003609	22.3349454850569	22.6922981501794	22.7528228214133	22.9636841054436
M145T40_NEG_RPLC	23.5110152314829	23.2898166101487	23.4609121492882	23.4326294227736	23.3211351767302	23.3926613315785	23.461699643767	23.5416649376821
M149T365_NEG_RPLC	22.2768961304792	22.2295909023013	22.1801700035717	22.2279011988421	22.1731421115134	22.2310283195694	22.2069793119074	22.3670076026755
M149T275_NEG_RPLC	21.9875126728287	23.0914056755569	23.0345921912313	24.2085362322995	23.4673058411114	23.5557771553979	23.2748121552804	24.4356671880667
M149T428_NEG_RPLC	20.467708905687	22.4673918306685	21.4443170131726	20.9589745543315	21.6126638906707	21.2406111539191	21.9394318427696	23.7859354445313
M150T172_NEG_RPLC	21.1892144248369	20.8830938719453	20.4474158884273	20.7321735965632	21.4060496497302	21.3088895831858	21.4194096018947	21.8222422742807
M150T243_NEG_RPLC	25.0903102601003	24.8115009704854	24.5313153724487	24.6999342312031	24.8136557597163	24.8634747394724	24.6884041292298	24.7191651569085
M151T46_NEG_RPLC	24.1981978472864	23.884714875888	24.1732425222954	24.1449177082753	24.1358588388971	24.3221625690676	24.1196572485046	23.8261813711134
M153T115_NEG_RPLC	22.5709639713508	22.1225101773429	22.7237695049809	23.0250905788174	23.0798962062288	22.7790760261652	23.1861733622272	22.8121251752421
M155T294_NEG_RPLC	22.3451201639717	21.9466074353941	21.544172675871	22.0962696319089	21.7076431774129	22.2912917567322	21.9334138514879	22.8372419286444
M157T472_NEG_RPLC	20.9912039639026	20.8156464386343	20.7573856279596	20.8831533476551	20.9449000777111	20.8890299093249	20.8054806926903	20.4410647571658
M158T72_NEG_RPLC	20.5539416809413	20.5120155396924	20.5921892916625	20.7002598577285	20.4854036160183	20.327929761422	20.476919970696	20.5434597656688
M159T303_NEG_RPLC	24.9533357027444	24.8581476825538	24.8344140948217	24.7473961690901	24.9091424396808	24.6824712657416	24.61051983287	24.6996531705773
M159T367_NEG_RPLC	20.6024211819201	20.5051463992803	20.6849637926136	20.7939656415602	20.4885749678839	21.1610000542317	20.5940182897982	20.4345414344186
M163T445_NEG_RPLC	24.0916937292682	24.2405523892616	24.0916712946459	23.9751011354899	24.08788661325	23.551589342086	23.434721684532	23.6196170791667
M165T101_NEG_RPLC	24.7660025485165	24.1915043097164	25.3731063899165	24.9836917989115	24.6952861407238	24.9845300162886	25.5172446913993	25.0118308941415
M165T190_NEG_RPLC	23.3503560342624	23.7196847917882	23.6012901381642	22.4264339183491	23.5088496403484	22.9975911188916	23.5082179017717	23.1573802328678
M165T125_NEG_RPLC	24.2023747639015	23.2052714643985	23.8255426936771	23.5632790038262	23.6377984367122	23.3926623526463	23.4586137108949	23.5342569353454
M165T418_2_NEG_RPLC	26.0928159920746	26.3762116875636	26.3029696039599	26.0721516116859	25.8247668410238	26.1089741726523	25.7193337799199	26.1019565244933
M168T52_NEG_RPLC	21.9605730079211	21.6437172027112	21.7970087774065	21.9935234139739	21.8257854614467	21.8432949868295	21.7529865704328	21.4932126804754
M169T476_NEG_RPLC	24.2445463846466	23.9965804785216	23.6774347688072	24.3281307484545	23.7025093850523	23.8926642005754	23.6365292752793	23.0663634320712
M171T509_NEG_RPLC	22.9759867277121	22.4909410804132	22.1277339770303	22.7793076133818	22.3094696260762	22.15429148637	22.4755490660993	21.844850363954
M173T53_NEG_RPLC	27.7420547775723	28.5267013917461	28.2454224448449	27.9344221604816	28.3882945478365	28.4486841704613	28.008430445847	27.6048500544258
M178T111_NEG_RPLC	26.885355154327	26.929569467662	27.1943386846853	27.4515221858985	27.244336172539	27.1264833437008	27.091414469733	28.0756445025312
M182T59_NEG_RPLC	21.7273423924853	21.7386078253862	22.088394542276	22.0530644554217	22.6755248099761	22.364712624436	23.2721500250311	23.0914281473488
M183T507_NEG_RPLC	24.8331406179584	24.7721888960325	24.6921601255763	24.5799879009029	24.6870532934953	24.624137664914	24.5550995623449	24.1857216218751
M185T410_NEG_RPLC	24.9520165029646	24.226909259416	24.6836964769299	24.3224436963233	24.287454806601	24.1970151720613	24.4721302981207	24.0888815712697
M187T125_2_NEG_RPLC	29.390501657692	30.7040507071655	31.2358923388953	31.3065048142426	30.932596664948	31.3094989304063	31.3348306677642	31.8559871088801
M187T622_NEG_RPLC	22.7109400148708	22.8406967656014	23.0815780315387	23.1904378950242	22.4940475274008	22.7762268424628	22.8968451271437	22.393772357496
M187T321_NEG_RPLC	24.2616475124629	24.1533026393468	24.0593212610607	24.2118242644508	24.1867971099018	24.2318544505252	24.2255558535426	24.1583561190055
M187T406_NEG_RPLC	19.0304992707709	19.3961717362696	19.6043798057676	19.4777036700993	19.3836703362461	19.3531584598391	18.9678790939545	18.9154122092682
M188T125_NEG_RPLC	25.5079147289555	26.8561777242849	27.2224466426381	27.4715119965144	27.13544513104	27.4712814331097	27.5332898726647	27.9770599884829
M188T178_NEG_RPLC	21.1661851926846	21.2501488531802	21.5999671288879	21.2590354986409	21.4794539394817	21.2581123149843	21.3819581614795	21.7281759624288
M189T125_NEG_RPLC	24.5395975646386	26.0219684701039	26.4964944486017	26.6533890950082	26.2879795467074	26.5492886008993	26.6317891085583	27.1979768860698
M191T35_NEG_RPLC	24.043190732881	24.2254797026788	24.4154717425517	24.3955455361797	24.1462004635274	24.2898882954194	24.280064523781	24.54442769261
M193T326_NEG_RPLC	20.5114957189524	20.6549180641721	20.774527286306	20.6570518866415	21.0611490526205	20.8033147031841	20.9936514820577	20.3053532004923
M194T170_NEG_RPLC	20.0260664592618	21.0120273017652	18.7562673236183	19.9698161027896	23.0361985036387	22.1284993563869	21.4468751914717	23.7118685475496
M195T265_NEG_RPLC	21.6945045424708	21.0863188999773	21.1470158697454	21.0566673500822	22.3387864503941	20.9446439394402	21.5218045917638	20.6082116836699
M195T494_NEG_RPLC	21.6145490204189	22.5465640098622	22.3748572382568	22.1509365389196	22.352078197334	22.1760373802606	22.3826799006317	22.99959092032
M197T545_NEG_RPLC	24.900700812366	25.0547621474301	24.859102974454	25.1808556140419	24.7793219220848	24.7980775967718	24.6753992989715	24.242699807338
M199T333_NEG_RPLC	21.4608408985449	21.1663553329524	21.5030031804178	21.3365029159934	21.3257993825088	21.4436275624612	21.1973714558886	21.1867957528083
M199T567_NEG_RPLC	25.3118876706771	25.1058545655933	24.8716466829468	25.4042120850919	24.8546061042079	24.8663123155057	25.1018376350208	24.1633441747465
M201T378_NEG_RPLC	22.059766443944	21.6313238751517	21.837735869271	22.015481794693	21.8813369957983	21.9446684695033	21.9457474713101	21.6684935261858
M203T103_NEG_RPLC	23.9336580892734	24.6531945617974	25.055587294645	24.7354134018515	24.5329972091386	25.0695662684493	25.0072808046763	24.4827190446754
M203T50_NEG_RPLC	27.8592698877411	27.6501438707376	27.6795305173511	27.6401082990953	27.552813841321	27.5971738791241	27.6503726761006	27.7049384757335
M204T258_NEG_RPLC	21.5645845815089	22.1606507465264	22.6323164132106	22.5469109130149	22.0173106785875	22.1004334108392	22.1285364051668	22.7936317951381
M204T173_NEG_RPLC	23.3854478323076	22.0288425593362	22.3362641144732	22.4897031715914	22.1291478258164	22.4661796434093	22.1758997260222	22.0774794907837
M205T486_NEG_RPLC	21.8449460410926	22.4015184390036	22.6687101753618	23.0719970978787	23.6657240997971	23.0011791057471	22.9924036505419	23.7868264829126
M205T526_NEG_RPLC	23.0205471725404	22.8827459143021	22.902572741848	22.860267378218	22.7882278422552	22.8592753068988	22.812420007221	22.8011504511154
M209T214_NEG_RPLC	19.8183117869523	18.3453677693902	18.9170708539288	19.256509162775	19.2762753557885	19.4589231307724	19.5181405083071	18.3377530989381
M209T489_NEG_RPLC	21.4172125119147	20.7114070984769	21.0616473092068	21.0039393901767	20.7989456837781	20.8529604175781	21.0654842157725	20.9840804119347
M212T67_NEG_RPLC	26.8100350483189	27.1949868543936	27.1066232419401	27.0429338020921	27.1502038322388	27.4361937506751	27.3471787247563	27.5171612034496
M213T585_NEG_RPLC	21.7781939435932	21.9958102924748	21.6415581818536	21.6916928992524	22.0983418517109	21.766676750912	21.8242921616621	21.5129022775081
M215T426_NEG_RPLC	21.5184658596373	21.3016027766886	21.6175675189826	21.5961580252136	21.383590326297	21.4722977999905	21.4882438633677	21.0307257592917
M215T503_NEG_RPLC	24.6421982700262	24.6521857605729	24.4239187449517	24.7859461954735	24.6348423952813	24.4102612013823	24.4987473280778	24.2158198651791
M217T48_NEG_RPLC	20.0287213793633	20.300614657336	20.6418336817328	20.6449964588156	20.7033782860926	20.6414969782072	21.2777968689243	21.4749424755294
M223T449_NEG_RPLC	21.5281830333754	21.7756114085683	21.7278839382097	21.5724044038393	21.566136580433	21.6741042110535	21.6436567724773	21.7717003279169
M223T560_NEG_RPLC	25.5243899688133	25.7861715983886	25.2408522953041	25.9869997275266	25.5576671339984	25.290533289396	25.1550450629539	25.0277129633575
M225T585_NEG_RPLC	26.5974323391647	26.7473183868205	26.2913746417013	26.9996078486332	26.6140789392924	26.472477569654	26.5647017238783	25.7304243667699
M227T436_NEG_RPLC	22.9822117704204	23.2853419576716	23.1558886174459	23.4365642340854	23.2056822430225	23.3296417600956	23.1597102269807	22.8737706846861
M227T611_2_NEG_RPLC	27.8550613303276	27.534748283679	27.4257714857485	27.7447532065033	27.6210017500785	27.6779698436555	27.6425108897064	26.933281175878
M229T430_NEG_RPLC	21.8646071563833	21.005386679386	16.9068030097109	18.6360422981688	20.1845262237186	21.3830262088744	20.3404374456543	19.862580589245
M229T464_NEG_RPLC	22.5596386657188	22.4257192615931	22.4569528336162	22.937479858873	22.7375228803709	22.5205591368344	22.8674977124504	22.0597192637372
M230T194_NEG_RPLC	22.6450871327226	21.5952954674549	21.548815928951	22.0164616972308	21.1031338458636	22.2112494985516	21.838657750604	22.5403532389386
M231T244_NEG_RPLC	21.4314294817217	22.4660969475241	20.9442640554095	23.2082541789544	22.1405460615834	22.0369906770033	22.604037777158	20.960181634779
M233T531_NEG_RPLC	24.985400055206	25.089338618993	25.0951358643923	25.0607871084172	25.001823626042	25.0630696815633	25.0360087077716	25.0171211635972
M239T428_2_NEG_RPLC	27.7833863736438	30.1549333664159	29.0752631914905	28.3347504391438	29.4871090745744	29.3082010035302	29.6232915449521	31.4077144515047
M239T606_NEG_RPLC	22.4013138720451	22.9326201943401	22.5188225435223	22.6350853309722	22.6624779280371	22.5415336257349	22.5474446037997	22.3123850450458
M240T428_NEG_RPLC	24.7053284703701	27.1821475764307	26.0772698986632	25.2965522300705	26.497382290543	26.2987008223315	26.620077151011	28.4600917658132
M241T597_NEG_RPLC	21.0938154234377	20.9697822781037	20.9915096098287	20.993058988279	20.8954521531786	20.9825841850954	20.9456912172848	20.9770351892138
M243T497_NEG_RPLC	21.646446154551	21.4292197647818	21.6279928929583	21.6584315978211	21.5327405498564	21.6373914902885	21.6019645179448	21.4005880005114
M243T534_NEG_RPLC	21.8233862274286	21.4555777251127	21.5318876678215	21.7466250412367	21.4860472989381	21.4652824363902	21.4835813716483	20.7425279078941
M249T501_NEG_RPLC	21.9818106487274	21.7864135841594	21.7822247930679	21.7730001952577	21.7489617032424	21.8483133172018	21.7490219151142	21.6290831276146
M249T585_NEG_RPLC	25.0183599891421	25.0136706141598	25.2065574514761	25.3336848835501	25.4214517051948	25.4009113831495	25.2895551344187	24.7999001883141
M251T603_NEG_RPLC	24.5366634000933	24.6528837530524	24.6004058574845	24.607083246623	24.5805863631381	24.5640570047824	24.5122679658709	23.9248312191772
M253T402_NEG_RPLC	21.5276816376195	22.6204916855604	22.7556225958072	22.3523677124512	22.6551725225532	22.010661487396	22.3768972531783	23.5516162814442
M253T619_1_NEG_RPLC	29.8474341072381	29.8310585532868	29.8250172845125	29.9828593798904	30.1243740115292	30.2277222195815	30.1350639947318	29.0819395378213
M255T643_1_NEG_RPLC	30.4020910037219	30.3114134677998	30.2292876457263	30.3436967984736	30.4450659690061	30.4441242007182	30.3615714548211	29.99743301861
M257T508_NEG_RPLC	23.6550474426796	24.2708514496028	24.2354440843332	24.3331944372739	24.6005071265203	24.1951466993703	24.2231141847849	24.0552496967482
M261T278_2_NEG_RPLC	26.9138322645354	26.8745207633474	26.7320140779647	26.7477317663739	26.86837364206	26.8955330965977	26.7696218407876	26.6017483794699
M263T462_NEG_RPLC	21.0272893223155	20.8749700927014	21.1155005352966	21.2134277663863	21.1609672373815	21.2144238926286	21.1981760199112	20.8439514958793
M263T421_NEG_RPLC	19.6989507103787	19.6433116310774	19.7384351032056	19.7133544857937	19.6788847533966	19.7379648115835	19.6669816911288	19.5751688699531
M269T658_NEG_RPLC	25.5694911487426	25.5593291561736	25.4108281545912	25.6005718043097	25.691353347508	25.6769182151441	25.5423641393103	24.8246367527688
M271T573_NEG_RPLC	24.2087658069994	24.0322983382721	24.1315032793389	24.1380511564432	24.1675868677123	24.1158331425001	24.0010758635416	23.2598882473614
M275T600_NEG_RPLC	24.0551338334768	24.2819103333618	24.2497921428384	24.2841348842297	24.6199494381333	24.2894182679097	24.7784085070057	24.1254574415646
M277T616_2_NEG_RPLC	30.014930877566	30.055676859927	29.8712758658515	29.9560611290421	29.8632626699895	29.9408278905462	29.886346739202	29.3306505000581
M279T631_2_NEG_RPLC	32.2141243576778	32.1829009224266	32.1860074751781	32.2446892415411	32.1679978204034	32.3210440838642	32.0920646879062	31.6634297374772
M281T412_NEG_RPLC	20.4480960464443	20.3554009970113	20.3435051642302	20.372831955462	20.2752270594887	20.2986675799635	20.3727516565601	20.2407791699905
M281T648_NEG_RPLC	32.3771157283039	32.4662581512874	32.3959453643236	32.5042503329034	32.5464476524982	32.6470489128484	32.4464654244321	32.0169352833977
M283T578_NEG_RPLC	23.0826124400669	23.1828183772302	22.9973128050458	23.0775719079854	23.2478261670484	23.2341911599998	23.1390550099812	23.5961377731305
M283T676_2_NEG_RPLC	30.0633955725869	29.8993171852562	29.8672995184058	29.9810059931774	29.9915513086041	30.0353197917449	29.9543434610959	29.6045804476761
M285T553_NEG_RPLC	21.2271236052363	21.1031600949372	21.3865121040458	21.3479168565469	21.2263325875941	21.2329848437777	21.2591607759286	21.3531377283687
M293T591_NEG_RPLC	22.4571237160553	22.2231223845126	22.2886794446714	22.6993424649603	22.5183636529234	22.3222047507789	22.3731611838029	21.9352611274515
M293T574_NEG_RPLC	22.2832703517302	22.2853493596475	22.1962074828278	22.2826336258425	22.3970967252146	22.2625849011938	22.2469680700697	22.3546307051271
M295T600_NEG_RPLC	23.0684605189283	23.2453115438618	23.2881070826563	23.2276675107062	23.160136609104	23.5003529203124	23.224697156848	22.6438647196104
M295T664_NEG_RPLC	24.7814888344747	24.7091321974053	24.5337433107797	24.8403929112962	24.7928821461793	24.8904962481605	24.7388228031671	23.9204903539874
M297T621_NEG_RPLC	24.6820650510299	24.7711473677588	24.8749950239918	24.8136488418467	24.7342135004403	24.3676377441255	24.9374162019504	24.8115139555241
M299T588_NEG_RPLC	20.5255609280376	20.3887581635435	20.5832212048014	20.6596024561543	20.9962272187054	20.8726306743386	20.5345057410845	20.293132283675
M299T609_NEG_RPLC	24.4589170197811	24.2800766159699	24.5105594751231	24.4635957866182	24.4375630835644	24.4257318071537	24.4207082950281	23.3995743345302
M301T615_NEG_RPLC	26.6300961303114	27.5308452635801	27.1257013061681	26.8281089315244	27.4712270467405	27.0701700301421	27.550806007047	27.8904940338166
M303T629_NEG_RPLC	29.2117096822874	29.2037196468327	29.3052621860028	29.2399424610527	29.3487255009328	29.3671352387891	29.322725826576	29.0692100036647
M305T643_NEG_RPLC	26.9423461249864	26.6862142385428	26.8214193190325	26.8425919247391	26.9673736530848	26.8916563902277	26.8246011641342	26.5718714598697
M307T660_NEG_RPLC	26.5605709261164	26.3643702227375	26.4061689137283	26.4779057441508	26.5275997433681	26.5456030002034	26.2828635012156	25.6744973835729
M309T564_NEG_RPLC	24.1051176436113	24.4898697235614	24.4987697898059	24.4261273653134	23.8488154499011	23.8486670711487	24.6708157457508	25.3181468556461
M309T682_NEG_RPLC	26.150690211736	26.1780419652797	25.7219329268647	26.0771949851758	26.2864816674478	26.309735172865	26.0230409474734	25.4044566742632
M311T585_NEG_RPLC	24.534544813381	24.4119620413004	24.4042901474617	24.7421661236241	24.4846822714369	24.4529417735978	24.8045598442332	24.3700586809483
M311T683_NEG_RPLC	23.9505284620729	24.0744285544314	23.3854893415699	23.5768985321195	23.5708445648144	23.4445011829633	23.6500936275488	23.9956742466925
M311T722_NEG_RPLC	23.862478532345	23.4702539874776	23.3853928203439	23.506802939865	23.6936333306431	23.4582207822	23.4485578792111	23.243031756478
M313T593_NEG_RPLC	20.8122553622243	21.092686348357	20.8307567502267	21.154292638547	20.7398366203235	20.5510676345734	21.0844902887371	21.0506509973951
M315T565_NEG_RPLC	22.0076422105383	21.8602089898047	22.041823449082	22.1593789576902	22.117689670007	21.9881220127097	22.2658470626573	21.354818283963
M319T589_NEG_RPLC	21.4254137739058	20.9104455763277	20.8301213724426	20.8313688426434	20.8821785961445	20.7410199137543	21.0952203488388	20.964469402621
M325T681_NEG_RPLC	24.9789394677805	25.2247844044569	25.0175842273157	25.1593722771025	25.2598160172384	25.2541599725945	25.4633263873667	25.265603690821
M327T631_NEG_RPLC	28.6351686886412	29.4496094418851	28.9889124903109	28.7735821850012	29.2202636629124	28.8632058531993	29.2084348209212	29.4252474958498
M329T421_NEG_RPLC	22.0064082135365	21.5030565864746	21.4957375772257	21.4216027884505	21.4591129582032	21.3932955079513	21.4927436868593	21.4598101585919
M329T641_NEG_RPLC	27.1384813748612	27.4248151601708	27.181363245644	27.213300372928	27.4631383172017	27.3241623497778	27.4407622585597	27.2582589439222
M331T428_NEG_RPLC	22.6011827721295	22.3727641513854	22.5939590395719	22.8145959690925	22.545177658352	23.4778099798118	22.8102418354402	22.2508253359849
M331T654_NEG_RPLC	26.2185274041425	25.9010617483045	26.1121769878839	26.0954826992588	26.2508085126957	26.3239905824492	26.0963331764695	25.5305387374996
M333T454_NEG_RPLC	23.1647128170492	23.8075297371181	23.5450677818647	23.6871433050214	24.4650808944882	23.7138462975671	24.1789403759196	23.793499722962
M333T672_NEG_RPLC	21.7868717866743	21.2081954359827	21.4574709127174	21.6459941363727	21.8239171535563	21.8237937263486	21.6336359060383	21.137808538248
M335T835_NEG_RPLC	20.7950494371471	20.7009608976652	20.829439993338	20.7732885440163	20.6804061073456	20.8335735770737	20.8316735748221	20.7642566695268
M337T729_NEG_RPLC	22.7417686272085	22.6105830281891	22.1427329036269	22.4759389729559	22.7609671080005	22.3709943780478	22.4240366415455	22.1967868384068
M338T304_NEG_RPLC	20.6944710794507	20.5736424237863	21.2912733401047	20.4281424006052	20.1106322726603	20.0501144439762	21.2063226133548	22.1491950349218
M347T472_NEG_RPLC	19.1929594996023	20.3346557779496	19.2655126718787	20.0632904245424	19.5542962944187	19.4195689993614	19.7316601073621	20.1216773532178
M347T621_NEG_RPLC	19.5815974291392	19.2486444271378	19.5243670852556	19.483331882038	19.6185984278138	19.7176560357249	19.7005774861832	19.219679445739
M350T512_NEG_RPLC	21.9581399536965	21.8208202014281	22.1100407544536	22.3069328379918	22.1680438340047	22.4749369597266	22.4266373514329	22.1754444721139
M353T777_NEG_RPLC	22.0458864355878	21.9570151745456	21.8281770964783	21.9488394605601	21.8977870560719	21.7969006936628	21.6376719406469	22.0092888468879
M357T668_NEG_RPLC	22.0092655904573	21.6866865425522	21.6016928456794	21.6754354592788	21.9010676179921	21.8498883021555	21.9004358534272	21.1816867630011
M365T579_NEG_RPLC	23.1171149631635	22.9881847278893	23.0149507691234	23.000289945874	22.942371510872	22.9849646248188	22.9592844986699	22.9677095544246
M367T520_NEG_RPLC	30.1418372250002	30.156112686635	30.1243977209679	29.8016997218175	29.546413533225	29.249426082601	28.8186225561693	27.40153514704
M367T631_NEG_RPLC	23.7820980447754	23.7529620321245	23.5707816090511	23.4853446267656	23.2115590720386	23.1461077054213	22.956087677998	23.1085569563924
M369T551_NEG_RPLC	27.4331155130143	27.5731126100121	27.5981907045345	27.3231751629855	26.9487868716662	26.8166042861296	26.1035756890982	25.0188294190431
M378T562_NEG_RPLC	23.7912964184791	23.876359646694	23.8498185481254	23.9669279247297	23.8482768218484	23.9553437931243	23.962599294557	23.7160519274502
M383T453_NEG_RPLC	25.2959440872393	24.9373708537089	24.7869666791413	24.5547396823408	23.9115953414196	24.1736345571342	23.6256188000831	23.3913992179456
M383T282_2_NEG_RPLC	19.4341546333202	21.7669686088589	21.1520785942872	20.3749435251328	21.0455934919772	20.5630936830653	21.2094004688526	22.457569645079
M389T559_NEG_RPLC	21.6202060142644	21.6954373383176	21.4168006493331	21.747730901881	21.6128306932624	21.653220968051	21.81130077199	22.2345007635772
M391T551_NEG_RPLC	24.7220684257723	23.8595766506712	23.1712305716756	23.7381415994193	23.5904389583957	23.2269606776588	23.8329343989538	22.8075151223231
M397T582_NEG_RPLC	25.2249831415704	23.901604722314	23.039860919138	23.3392352772706	25.1819589578361	25.6136454439107	24.632427402633	22.5524326508047
M397T686_2_NEG_RPLC	22.6481317457567	23.0290508557414	23.0627241833228	23.193357693545	23.0766063990062	23.0823009277537	23.0269055210479	22.866697177675
M407T548_NEG_RPLC	23.9075891872843	23.1145284356035	22.5997204247941	22.9479462873953	24.0751639858431	22.3853526225611	23.1050000167297	24.4709965134283
M409T660_NEG_RPLC	21.4322802808729	21.0971861999621	21.2942757926177	21.2863823034093	21.0935725577107	21.0887215931678	21.198532831688	20.9594087115138
M415T678_NEG_RPLC	24.4503560778596	24.0152189450178	24.274551298685	24.2052212380455	23.911406711703	24.1959777196727	24.1851579794227	23.7206125535897
M427T593_NEG_RPLC	21.6887186646965	21.5542372879204	21.9631359515099	22.0001632873263	21.6309016800253	21.9263500234715	21.705776098082	21.3054211144239
M429T618_NEG_RPLC	24.4325885832907	24.1307518025217	24.0275714048596	24.1245099120889	24.1054551248496	24.1283194324297	24.0374447909228	23.7439419549362
M436T640_NEG_RPLC	17.1319631818284	17.4781116080194	17.0750198095246	17.1413177109322	17.3346127760696	17.2027753864462	17.4437034927296	17.5461116297952
M438T533_NEG_RPLC	22.1611608146271	21.990404837174	21.6766269741843	21.8095207267822	21.9741971157769	22.0027198843591	21.8424690462461	21.6045913994199
M441T677_NEG_RPLC	22.079023848241	22.394944142843	22.4673712344594	22.5169759493591	22.4602580356451	22.3983019370836	22.5157588850889	22.4002660660403
M448T514_NEG_RPLC	24.2259589112128	23.4527739100831	23.2387455458759	23.0500914142218	23.1819005317627	22.6464249168216	23.7418112908889	23.6418509512204
M452T594_NEG_RPLC	25.4061790285878	25.1237703523607	24.8142194650252	25.0632164245486	25.0315302355833	24.9233710666364	25.1585736721778	25.1738566436281
M465T512_NEG_RPLC	23.331513421121	22.6696239082654	22.7286090663555	22.4903331490449	22.3533452437873	21.7958870275432	22.0713710484803	22.0714481840371
M471T614_NEG_RPLC	21.3235253873252	21.7070243178145	21.6080346049874	22.0208848521016	21.8420653766208	22.1356514348732	21.7046232429952	21.1893969604103
M474T562_NEG_RPLC	22.4136925440776	21.0828837486688	21.1990262464791	21.6335544438484	21.2697075071783	21.2211970683068	21.5449675829913	21.4098935557193
M476T580_NEG_RPLC	27.4483585187819	26.5461621656468	26.4655058217619	26.8946629157576	26.5091211463082	26.5384279389758	26.6004203558122	26.4291959137334
M481T423_NEG_RPLC	22.0400611690546	21.8118779165594	21.9862791493356	22.153390085539	22.1751698730377	22.1917971928012	21.8981683370035	22.4263311188092
M498T563_NEG_RPLC	22.3356118046028	22.5580728718738	22.2679289007041	22.1383049794884	22.6489028825801	22.2431486680865	22.9287940088145	23.2344446481107
M499T519_NEG_RPLC	22.5445452442939	21.913047627758	22.4344378714788	21.9724686121553	22.5187105079009	21.9139871613064	22.1681592601698	22.6566154365476
M500T582_NEG_RPLC	26.5366111897969	26.0646459744175	26.1478679086546	26.2803372984125	26.2712255140223	26.3207421048182	26.4124818002647	26.0343218664336
