	25_35	35_45	45_50	50_55	55_60	60_65	65_70	70_76
time	25_35	35_45	45_50	50_55	55_60	60_65	65_70	70_76
M332T331_POS_RPLC	21.7498946433914	21.7922016380446	21.6148663245614	21.4587788739199	21.6339222116602	21.5558398441206	21.406673426367	22.0114223118302
M337T630_POS_RPLC	22.6459712407449	22.7537551123993	22.6115548456086	22.6097393832849	22.5949326514758	22.7263909687022	22.651318149595	22.5813355950791
M338T707_POS_RPLC	27.4249888787617	26.9585003947277	27.140237721012	27.2211070331621	27.4300815473881	27.5422604817527	27.4488233882778	27.0022823124627
M340T488_POS_RPLC	21.4946363084571	21.926495722088	21.6131509945381	21.7595225146765	21.8388377532668	21.83758665593	21.753384285822	22.3184105190596
M342T433_POS_RPLC	23.5644092891894	23.8911447323295	23.4856098690792	23.8517183200712	23.8082597642231	23.7131944156604	23.5265506444255	23.6137301968969
M347T419_POS_RPLC	20.98552366293	20.6273123146729	20.8230680193938	20.9248252343776	20.8872501349988	21.0107537512669	20.8033298920538	20.7493331327948
M348T631_POS_RPLC	23.777476006657	23.3615409027102	23.4916914469901	23.6580915023686	23.5803291725161	23.660885682077	23.6119980855922	23.4806478583836
M349T261_POS_RPLC	20.3455643041065	21.5803624095723	21.558526272443	20.8105086974474	21.0186958475266	21.4992661860827	21.3467417548356	22.9843988487531
M352T223_POS_RPLC	22.4530678513799	21.9565602524009	22.1008906010741	22.0759035631571	21.9487773383931	21.9950947692993	21.7379137689178	20.7847887050182
M353T631_POS_RPLC	30.331270425615	30.4295098204223	30.2845329169746	30.3883071878332	30.3726594212354	30.380816981872	30.4223164173352	30.6006986099907
M357T455_POS_RPLC	21.975620221003	23.4045091218835	23.0799066761012	22.9074932937988	23.5573654784998	22.7970214436183	23.4314857925706	23.157456261178
M357T567_POS_RPLC	23.2080282358401	22.9442429466712	22.6814414976957	23.2557784612336	22.8220247568768	23.0203777585482	22.8813779296741	22.8849643658333
M359T529_POS_RPLC	24.1091902705925	24.2618470745819	24.1831909509526	24.1864602512335	24.1182206869692	24.2329998444584	24.1326139812985	24.2872071515625
M359T661_POS_RPLC	26.0327931489341	25.8716793613287	25.7826846244583	25.9930045896366	25.9452105984711	25.9922821506094	25.9657052989549	26.0640503218129
M361T422_POS_RPLC	21.8743117906062	21.2320999979879	21.0838684645202	21.246984160399	21.457732239575	21.3613920234667	21.2161075219104	20.8044554981569
M363T424_POS_RPLC	24.6916468778467	23.8963712305259	23.7439846636105	23.86747764713	23.7605377365944	23.8270856486879	23.6978288062989	23.1474059684551
M368T470_POS_RPLC	22.0310367743614	22.1947471206829	22.0017607977969	21.9437849655019	22.0529352042646	21.9967903198591	21.5812049554122	21.7515154000357
M369T643_POS_RPLC	21.0623461317485	21.5384376798021	21.2797207024236	21.2513595379841	21.5341350698304	21.3501723542181	21.5741442844048	21.4187559423049
M369T682_POS_RPLC	25.4878445026866	25.5726575839009	24.997210521961	25.706059877081	25.4838226864341	25.6030892364225	25.667871690534	26.0078769727944
M370T492_POS_RPLC	24.2780141312098	24.7323578809492	24.3664423578463	24.6827837567848	24.7458069866413	24.661950114016	24.3493365948125	24.8153812303406
M371T674_POS_RPLC	21.2227103954873	20.8844294629964	20.6264474396624	20.9653542120306	20.9331013008098	20.8194395041494	20.6406977812442	20.9960520284901
M379T641_POS_RPLC	23.1937649427022	23.1781394014276	23.06012827068	23.0576876398099	23.2884834657789	23.2519304919243	22.9625009018466	23.3872876787539
M391T671_POS_RPLC	23.3472479094524	22.9483788506137	23.064825822213	23.105990612037	23.2268614992259	23.2141283259216	22.968304114393	22.8715565873028
M393T289_POS_RPLC	19.8892902137101	21.0543975514594	21.1533377675282	20.3577721434778	20.5832812021802	21.2276669509725	21.0939605789049	22.7163104201107
M400T563_POS_RPLC	23.9297931082297	23.6199383126125	23.6178346013049	23.7681196317582	23.9184030776556	23.8733179619395	23.8699541849871	24.2101392203193
M401T650_POS_RPLC	22.6330059239479	22.7748494509272	22.6519218535468	22.5285804739723	22.7087896512634	22.712312859963	22.5895737963359	22.705068983368
M409T442_POS_RPLC	20.9801236090156	21.16654227558	21.5817052034736	21.5657591462003	20.9928102811005	20.9716346506117	21.3365095764322	21.7247201069274
M413T288_POS_RPLC	23.3144148378609	23.5864651382367	23.3748010228764	23.7830753385924	23.7475987801886	23.2138502204744	23.281151253094	23.3304204448367
M413T671_POS_RPLC	23.1511174464425	23.2116820561419	23.1769975569424	23.0386125358552	23.1165273440479	23.2714111184765	23.0803087691759	23.328458092036
M415T586_POS_RPLC	22.1084211353946	21.8610276944375	21.5672078334299	21.9085921503861	22.0530836996854	21.8018267443881	21.9093246793717	22.0837029119477
M463T537_POS_RPLC	23.433315435713	23.0567138000865	23.9969065939672	23.6347944989997	24.2419757349646	23.9034341546276	23.9509374830069	23.0893220346678
M466T527_2_POS_RPLC	22.6281350815701	21.6906693881635	22.0036832863172	21.8706185257819	21.9779400265947	21.8430157116321	22.4760094656104	23.2792411205961
M468T556_POS_RPLC	27.1501428245621	25.8695104830588	26.1029121221867	26.9295988540543	26.6869678138163	26.8315691045207	26.6968141540308	26.4482860143438
M469T799_POS_RPLC	22.0211824858614	22.3324096247234	22.0560464028236	21.8382773461525	22.0662323082634	22.091118874995	22.4054287884354	22.3514858728246
M480T604_POS_RPLC	26.0670753266902	25.0529281730304	25.1474441442159	25.6066214475709	25.4159645816826	25.3897182035076	25.4582205628821	25.5945335379327
M480T615_POS_RPLC	25.4631103214635	25.3385318231513	25.3768732197806	25.493763613132	25.323188771746	25.382622976795	25.479190407946	25.2569742726871
M482T581_POS_RPLC	26.2258265126234	25.8282266021095	25.8828945387725	26.0762984263154	25.854723719875	26.0156222728367	25.998857835872	25.8891074216373
M482T629_POS_RPLC	25.3211667308438	24.7271425199768	24.6566170956117	24.9760517352125	24.895132708387	24.9038275575695	24.8956277916924	24.6937340318403
M494T573_POS_RPLC	27.5245784459875	26.75114201874	27.0463722707895	27.1724355851143	27.5083742559323	27.2894375659889	27.4304975186793	26.923369532881
M496T600_POS_RPLC	31.9839521862596	31.6591737008258	31.7127286337423	31.8241759895675	31.7522417840723	31.786411964848	31.791286517046	31.6690112936031
M508T592_POS_RPLC	23.5788319201546	23.3579924744136	23.3546166993333	23.5056082934559	23.5340071145783	23.5285226270054	23.5657667771535	23.3846600265347
M508T628_POS_RPLC	24.4323533666103	24.5377846208067	24.5489675129465	24.6222413796574	24.461401762625	24.5446559377346	24.4311854421846	24.5481502997404
M510T619_POS_RPLC	26.2568057259154	26.2131927543166	26.0265867556907	26.3138886889021	26.1153280843239	26.2516883799383	26.2938854060459	26.3806192812734
M510T653_POS_RPLC	22.3813822329231	22.2541034306862	22.0889999412843	22.3799106660201	22.1737341615068	22.2363165874382	22.3144263386095	22.4035561980356
M516T574_POS_RPLC	24.196677980263	23.6345240318932	23.6269176431365	23.7827389456007	24.1887795781404	23.970656399418	24.2415569324352	23.9220556555287
M518T600_POS_RPLC	27.8581107671025	27.9564358660553	27.8270269835399	27.8067528585415	27.8242218294045	27.8663766476819	27.8945383269082	27.9923845741847
M519T600_POS_RPLC	25.8342908374643	25.9964421229145	25.847500858252	25.8587398051458	25.8106498638631	25.8448484867172	25.8750941044197	25.9655986392092
M520T587_POS_RPLC	31.3738823204641	30.8656798828567	30.8785875490671	31.0543980929994	30.8440107826666	30.8317402961781	30.8348740641499	30.8565020457907
M522T610_POS_RPLC	30.2289763632587	29.8606132208405	29.8826968038623	30.0793781247076	30.0493222264107	29.9804758159165	30.0415116138552	30.0240664216944
M524T635_POS_RPLC	29.9592807054688	29.7239094650747	29.6596909462163	29.9164871012973	29.8011596952015	29.8458191549403	29.8177206602756	29.6957281894512
M526T585_POS_RPLC	25.6450291387307	25.6566255816791	25.4900491283256	25.6110411998846	25.8199306403884	25.75738686776	25.8718751629843	25.788498533175
M542T587_POS_RPLC	27.6552739286191	27.5741200263235	27.4106706563657	27.4781017720712	27.3167010056136	27.3732283040133	27.4554820472989	27.6947348043679
M544T610_POS_RPLC	26.719107957986	26.7115973578175	26.6165542020417	26.7244348376712	26.6990500808194	26.6922111226939	26.7822789002342	26.8882649298263
M546T604_POS_RPLC	27.1942725077989	26.1929979938393	26.7136142238767	26.8638103622473	26.7134631886708	26.6928596389479	26.9103386765926	26.7113827657873
M548T622_POS_RPLC	24.0617706036581	23.2914206817274	23.4028492283735	23.613799728605	23.4483729550515	23.3611104786377	23.4350481357135	23.4722541016091
M550T641_POS_RPLC	22.8945828562604	22.8481235956678	22.7418234187285	22.8405733726429	22.7545672795268	22.7472549511625	22.6572784504561	22.9419977397281
M568T604_POS_RPLC	23.2003850949907	22.9328950421047	23.1152511806816	23.1024920381711	23.2140762973983	23.1597292884447	23.2593402970625	23.3287481043597
M570T602_POS_RPLC	24.2421429567308	23.9649720184705	24.1030181743598	24.2651112809473	24.2132836352969	24.1498042772764	24.4711995341592	24.4561792233657
M609T424_POS_RPLC	33.1295115534939	33.0298940349141	33.4718056786165	33.3064821414862	33.1604671069485	33.2560868215671	33.3646917287899	33.4431562425847
M635T442_POS_RPLC	22.9611576613889	22.9706297345913	23.3563269175449	23.2401016048802	22.9965096341371	23.0878153349979	23.2728637764126	23.2859844489889
