"","variable_id","ENTREZID"
"3294","transcriptome_MAN2C1","4123"
"3295","transcriptome_MANBA","4126"
"3296","transcriptome_MANEAL","149175"
"3297","transcriptome_MANF","7873"
"3298","transcriptome_MAP1B","4131"
"3299","transcriptome_MAP1LC3A","84557"
"3300","transcriptome_MAP1LC3B","81631"
"3301","transcriptome_MAP1LC3B2","643246"
"3302","transcriptome_MAP1S","55201"
"3303","transcriptome_MAP2K1","5604"
"3304","transcriptome_MAP2K2","5605"
"3305","transcriptome_MAP2K3","5606"
"3306","transcriptome_MAP2K7","5609"
"3307","transcriptome_MAP3K1","4214"
"3308","transcriptome_MAP3K11","4296"
"3309","transcriptome_MAP3K13","9175"
"3310","transcriptome_MAP3K15","389840"
"3311","transcriptome_MAP3K19","80122"
"3312","transcriptome_MAP3K2","10746"
"3313","transcriptome_MAP3K3","4215"
"3314","transcriptome_MAP3K4","4216"
"3315","transcriptome_MAP3K5","4217"
"3316","transcriptome_MAP3K6","9064"
"3317","transcriptome_MAP3K7","6885"
"3318","transcriptome_MAP3K9","4293"
"3319","transcriptome_MAP4","4134"
"3320","transcriptome_MAP4K1","11184"
"3321","transcriptome_MAP4K2","5871"
"3322","transcriptome_MAP4K4","9448"
"3323","transcriptome_MAP6D1","79929"
"3324","transcriptome_MAP7D1","55700"
"3325","transcriptome_MAP7D3","79649"
"3326","transcriptome_MAPK1","5594"
"3327","transcriptome_MAPK10","5602"
"3328","transcriptome_MAPK12","6300"
"3329","transcriptome_MAPK13","5603"
"3330","transcriptome_MAPK14","1432"
"3331","transcriptome_MAPK15","225689"
"3332","transcriptome_MAPK1IP1L","93487"
"3333","transcriptome_MAPK7","5598"
"3334","transcriptome_MAPK8","5599"
"3335","transcriptome_MAPK8IP1","9479"
"3336","transcriptome_MAPKAPK2","9261"
"3337","transcriptome_MAPKAPK3","7867"
"3338","transcriptome_MAPKAPK5","8550"
"3339","transcriptome_MAPKBP1","23005"
"3340","transcriptome_MAPRE1","22919"
"3341","transcriptome_MAPRE3","22924"
"3342","transcriptome_MAPT","4137"
"3343","transcriptome_MARCKS","4082"
"3344","transcriptome_MARCKSL1","65108"
"3345","transcriptome_MARCO","8685"
"3346","transcriptome_MARK2","2011"
"3347","transcriptome_MARK3","4140"
"3348","transcriptome_MARK4","57787"
"3349","transcriptome_MARVELD3","91862"
"3350","transcriptome_MASP2","10747"
"3351","transcriptome_MAST1","22983"
"3352","transcriptome_MAST3","23031"
"3353","transcriptome_MAST4","375449"
"3354","transcriptome_MASTL","84930"
"3355","transcriptome_MAT2A","4144"
"3356","transcriptome_MAT2B","27430"
"3357","transcriptome_MATK","4145"
"3358","transcriptome_MATN1","4146"
"3359","transcriptome_MATN2","4147"
"3360","transcriptome_MAU2","23383"
"3361","transcriptome_MBD2","8932"
"3362","transcriptome_MBD5","55777"
"3363","transcriptome_MBD6","114785"
"3364","transcriptome_MBLAC1","255374"
"3365","transcriptome_MBLAC2","153364"
"3366","transcriptome_MBNL1","4154"
"3367","transcriptome_MBNL3","55796"
"3368","transcriptome_MBOAT1","154141"
"3369","transcriptome_MBOAT4","619373"
"3370","transcriptome_MBTD1","54799"
"3371","transcriptome_MBTPS1","8720"
"3372","transcriptome_MCAM","4162"
"3373","transcriptome_MCEMP1","199675"
"3374","transcriptome_MCFD2","90411"
"3375","transcriptome_MCHR1","2847"
"3376","transcriptome_MCL1","4170"
"3377","transcriptome_MCM3","4172"
"3378","transcriptome_MCM3AP","8888"
"3379","transcriptome_MCM7","4176"
"3380","transcriptome_MCM9","254394"
"3381","transcriptome_MCMBP","79892"
"3382","transcriptome_MCMDC2","157777"
"3383","transcriptome_MCOLN1","57192"
"3384","transcriptome_MCOLN3","55283"
"3385","transcriptome_MCPH1","79648"
"3386","transcriptome_MCTP1","79772"
"3387","transcriptome_MCTP2","55784"
"3388","transcriptome_MCTS1","28985"
"3389","transcriptome_MCUR1","63933"
"3390","transcriptome_MDC1","9656"
"3391","transcriptome_MDFIC","29969"
"3392","transcriptome_MDGA1","266727"
"3393","transcriptome_MDH1","4190"
"3394","transcriptome_MDK","4192"
"3395","transcriptome_MDM1","56890"
"3396","transcriptome_MDM2","4193"
"3397","transcriptome_MDM4","4194"
"3398","transcriptome_MDN1","23195"
"3399","transcriptome_MDP1","145553"
"3400","transcriptome_ME2","4200"
"3401","transcriptome_ME3","10873"
"3402","transcriptome_MEA1","4201"
"3403","transcriptome_MEAF6","64769"
"3404","transcriptome_MED1","5469"
"3405","transcriptome_MED11","400569"
"3406","transcriptome_MED12","9968"
"3407","transcriptome_MED12L","116931"
"3408","transcriptome_MED13","9969"
"3409","transcriptome_MED13L","23389"
"3410","transcriptome_MED14","9282"
"3411","transcriptome_MED15","51586"
"3412","transcriptome_MED17","9440"
"3413","transcriptome_MED19","219541"
"3414","transcriptome_MED23","9439"
"3415","transcriptome_MED26","9441"
"3416","transcriptome_MED29","55588"
"3417","transcriptome_MED31","51003"
"3418","transcriptome_MED8","112950"
"3419","transcriptome_MEF2A","4205"
"3420","transcriptome_MEF2C","4208"
"3421","transcriptome_MEF2D","4209"
"3422","transcriptome_MEFV","4210"
"3423","transcriptome_MEGF11","84465"
"3424","transcriptome_MEGF8","1954"
"3425","transcriptome_MEGF9","1955"
"3426","transcriptome_MEI1","150365"
"3427","transcriptome_MEIOB","254528"
"3428","transcriptome_MEIS1","4211"
"3429","transcriptome_MEOX1","4222"
"3430","transcriptome_MEST","4232"
"3431","transcriptome_METAP1","23173"
"3432","transcriptome_METAP2","10988"
"3433","transcriptome_METRN","79006"
"3434","transcriptome_METTL14","57721"
"3435","transcriptome_METTL16","79066"
"3436","transcriptome_METTL21A","151194"
"3437","transcriptome_METTL21C","196541"
"3438","transcriptome_METTL23","124512"
"3439","transcriptome_METTL24","728464"
"3440","transcriptome_METTL25","84190"
"3441","transcriptome_METTL3","56339"
"3442","transcriptome_METTL5","29081"
"3443","transcriptome_METTL8","79828"
"3444","transcriptome_METTL9","51108"
"3445","transcriptome_MEX3C","51320"
"3446","transcriptome_MFAP3L","9848"
"3447","transcriptome_MFAP4","4239"
"3448","transcriptome_MFHAS1","9258"
"3449","transcriptome_MFN1","55669"
"3450","transcriptome_MFN2","9927"
"3451","transcriptome_MFNG","4242"
"3452","transcriptome_MFSD1","64747"
"3453","transcriptome_MFSD10","10227"
"3454","transcriptome_MFSD11","79157"
"3455","transcriptome_MFSD12","126321"
"3456","transcriptome_MFSD2B","388931"
"3457","transcriptome_MFSD3","113655"
"3458","transcriptome_MFSD6","54842"
"3459","transcriptome_MFSD8","256471"
"3460","transcriptome_MGA","23269"
"3461","transcriptome_MGAT1","4245"
"3462","transcriptome_MGAT2","4247"
"3463","transcriptome_MGAT4A","11320"
"3464","transcriptome_MGAT4B","11282"
"3465","transcriptome_MGAT5","4249"
"3466","transcriptome_MGLL","11343"
"3467","transcriptome_MGME1","92667"
"3468","transcriptome_MGRN1","23295"
"3469","transcriptome_MGST2","4258"
"3470","transcriptome_MIA3","375056"
"3471","transcriptome_MIB1","57534"
"3472","transcriptome_MIB2","142678"
"3473","transcriptome_MICA","100507436"
"3474","transcriptome_MICAL1","64780"
"3475","transcriptome_MICAL3","57553"
"3476","transcriptome_MICALL1","85377"
"3477","transcriptome_MICU2","221154"
"3478","transcriptome_MID1IP1","58526"
"3479","transcriptome_MIEF1","54471"
"3480","transcriptome_MIEF2","125170"
"3481","transcriptome_MIER1","57708"
"3482","transcriptome_MIER3","166968"
"3483","transcriptome_MIF","4282"
"3484","transcriptome_MIF4GD","57409"
"3485","transcriptome_MIS12","79003"
"3486","transcriptome_MIS18BP1","55320"
"3487","transcriptome_MITD1","129531"
"3488","transcriptome_MKI67","4288"
"3489","transcriptome_MKLN1","4289"
"3490","transcriptome_MKNK2","2872"
"3491","transcriptome_MKRN1","23608"
"3492","transcriptome_MKRN2","23609"
"3493","transcriptome_MKRN2OS","100129480"
"3494","transcriptome_MKX","283078"
"3495","transcriptome_MLANA","2315"
"3496","transcriptome_MLEC","9761"
"3497","transcriptome_MLF2","8079"
"3498","transcriptome_MLH1","4292"
"3499","transcriptome_MLH3","27030"
"3500","transcriptome_MLLT1","4298"
"3501","transcriptome_MLLT10","8028"
"3502","transcriptome_MLLT11","10962"
"3503","transcriptome_MLLT3","4300"
"3504","transcriptome_MLLT6","4302"
"3505","transcriptome_MLST8","64223"
"3506","transcriptome_MLX","6945"
"3507","transcriptome_MLXIP","22877"
"3508","transcriptome_MMACHC","25974"
"3509","transcriptome_MMD","23531"
"3510","transcriptome_MMEL1","79258"
"3511","transcriptome_MMP19","4327"
"3512","transcriptome_MMP23B","8510"
"3513","transcriptome_MMP24","10893"
"3514","transcriptome_MMP25","64386"
"3515","transcriptome_MMRN2","79812"
"3516","transcriptome_MMS19","64210"
"3517","transcriptome_MMS22L","253714"
"3518","transcriptome_MNDA","4332"
"3519","transcriptome_MNT","4335"
"3520","transcriptome_MOAP1","64112"
"3521","transcriptome_MOB1B","92597"
"3522","transcriptome_MOB3A","126308"
"3523","transcriptome_MOB3C","148932"
"3524","transcriptome_MOGS","7841"
"3525","transcriptome_MON1B","22879"
"3526","transcriptome_MON2","23041"
"3527","transcriptome_MORC2","22880"
"3528","transcriptome_MORC3","23515"
"3529","transcriptome_MORF4L1","10933"
"3530","transcriptome_MORN3","283385"
"3531","transcriptome_MPDU1","9526"
"3532","transcriptome_MPEG1","219972"
"3533","transcriptome_MPG","4350"
"3534","transcriptome_MPHOSPH10","10199"
"3535","transcriptome_MPHOSPH8","54737"
"3536","transcriptome_MPHOSPH9","10198"
"3537","transcriptome_MPI","4351"
"3538","transcriptome_MPL","4352"
"3539","transcriptome_MPND","84954"
"3540","transcriptome_MPP1","4354"
"3541","transcriptome_MPP7","143098"
"3542","transcriptome_MPPE1","65258"
"3543","transcriptome_MPPED2","744"
"3544","transcriptome_MPRIP","23164"
"3545","transcriptome_MR1","3140"
"3546","transcriptome_MRAP","56246"
"3547","transcriptome_MRFAP1","93621"
"3548","transcriptome_MRFAP1L1","114932"
"3549","transcriptome_MRGPRD","116512"
"3550","transcriptome_MROH5","389690"
"3551","transcriptome_MROH6","642475"
"3552","transcriptome_MROH8","140699"
"3553","transcriptome_MRPL1","65008"
"3554","transcriptome_MRPL16","54948"
"3555","transcriptome_MRPL19","9801"
"3556","transcriptome_MRPL20","55052"
"3557","transcriptome_MRPL35","51318"
"3558","transcriptome_MRPL38","64978"
"3559","transcriptome_MRPL40","64976"
"3560","transcriptome_MRPL43","84545"
"3561","transcriptome_MRPL47","57129"
"3562","transcriptome_MRPL48","51642"
"3563","transcriptome_MRPL49","740"
"3564","transcriptome_MRPL53","116540"
"3565","transcriptome_MRPL57","78988"
"3566","transcriptome_MRPS11","64963"
"3567","transcriptome_MRPS12","6183"
"3568","transcriptome_MRPS14","63931"
"3569","transcriptome_MRPS16","51021"
"3570","transcriptome_MRPS18C","51023"
"3571","transcriptome_MRPS22","56945"
"3572","transcriptome_MRPS26","64949"
"3573","transcriptome_MRPS34","65993"
"3574","transcriptome_MRPS7","51081"
"3575","transcriptome_MRRF","92399"
"3576","transcriptome_MS4A14","84689"
"3577","transcriptome_MS4A2","2206"
"3578","transcriptome_MS4A6A","64231"
"3579","transcriptome_MS4A7","58475"
"3580","transcriptome_MSANTD2","79684"
"3581","transcriptome_MSC","9242"
"3582","transcriptome_MSH3","4437"
"3583","transcriptome_MSH6","2956"
"3584","transcriptome_MSL1","339287"
"3585","transcriptome_MSL2","55167"
"3586","transcriptome_MSL3","10943"
"3587","transcriptome_MSMP","692094"
"3588","transcriptome_MSN","4478"
"3589","transcriptome_MSRA","4482"
"3590","transcriptome_MST1","4485"
"3591","transcriptome_MTA1","9112"
"3592","transcriptome_MTBP","27085"
"3593","transcriptome_MTCH1","23787"
"3594","transcriptome_MTCP1","4515"
"3595","transcriptome_MTDH","92140"
"3596","transcriptome_MTF1","4520"
"3597","transcriptome_MTFP1","51537"
"3598","transcriptome_MTFR1","9650"
"3599","transcriptome_MTFR1L","56181"
"3600","transcriptome_MTHFD1","4522"
"3601","transcriptome_MTHFD2","10797"
"3602","transcriptome_MTHFR","4524"
"3603","transcriptome_MTHFS","10588"
"3604","transcriptome_MTIF2","4528"
"3605","transcriptome_MTIF3","219402"
"3606","transcriptome_MTM1","4534"
"3607","transcriptome_MTMR1","8776"
"3608","transcriptome_MTMR10","54893"
"3609","transcriptome_MTMR11","10903"
"3610","transcriptome_MTMR3","8897"
"3611","transcriptome_MTMR6","9107"
"3612","transcriptome_MTMR7","9108"
"3613","transcriptome_MTMR9","66036"
"3614","transcriptome_MTO1","25821"
"3615","transcriptome_MTR","4548"
"3616","transcriptome_MTRF1","9617"
"3617","transcriptome_MTRF1L","54516"
"3618","transcriptome_MTSS1","9788"
"3619","transcriptome_MTURN","222166"
"3620","transcriptome_MTUS2","23281"
"3621","transcriptome_MTX1","4580"
"3622","transcriptome_MUC12","10071"
"3623","transcriptome_MUC16","94025"
"3624","transcriptome_MUC17","140453"
"3625","transcriptome_MUC19","283463"
"3626","transcriptome_MUC2","4583"
"3627","transcriptome_MUC3A","4584"
"3628","transcriptome_MUC4","4585"
"3629","transcriptome_MUC5B","727897"
"3630","transcriptome_MUC6","4588"
"3631","transcriptome_MUS81","80198"
"3632","transcriptome_MUSK","4593"
"3633","transcriptome_MVB12B","89853"
"3634","transcriptome_MVD","4597"
"3635","transcriptome_MVP","9961"
"3636","transcriptome_MX2","4600"
"3637","transcriptome_MXD1","4084"
"3638","transcriptome_MXD3","83463"
"3639","transcriptome_MXD4","10608"
"3640","transcriptome_MXRA7","439921"
"3641","transcriptome_MXRA8","54587"
"3642","transcriptome_MYADM","91663"
"3643","transcriptome_MYBBP1A","10514"
"3644","transcriptome_MYBL1","4603"
"3645","transcriptome_MYC","4609"
"3646","transcriptome_MYCBP2","23077"
"3647","transcriptome_MYD88","4615"
"3648","transcriptome_MYH10","4628"
"3649","transcriptome_MYH11","4629"
"3650","transcriptome_MYH7","4625"
"3651","transcriptome_MYH7B","57644"
"3652","transcriptome_MYH9","4627"
"3653","transcriptome_MYL12B","103910"
"3654","transcriptome_MYL5","4636"
"3655","transcriptome_MYL6","4637"
"3656","transcriptome_MYL6B","140465"
"3657","transcriptome_MYL9","10398"
"3658","transcriptome_MYLIP","29116"
"3659","transcriptome_MYLK","4638"
"3660","transcriptome_MYLPF","29895"
"3661","transcriptome_MYNN","55892"
"3662","transcriptome_MYO15A","51168"
"3663","transcriptome_MYO15B","80022"
"3664","transcriptome_MYO18A","399687"
"3665","transcriptome_MYO19","80179"
"3666","transcriptome_MYO1C","4641"
"3667","transcriptome_MYO1E","4643"
"3668","transcriptome_MYO1F","4542"
"3669","transcriptome_MYO1G","64005"
"3670","transcriptome_MYO1H","283446"
"3671","transcriptome_MYO5A","4644"
"3672","transcriptome_MYO5B","4645"
"3673","transcriptome_MYO5C","55930"
"3674","transcriptome_MYO9A","4649"
"3675","transcriptome_MYOF","26509"
"3676","transcriptome_MYOM2","9172"
"3677","transcriptome_MYOT","9499"
"3678","transcriptome_MYOZ2","51778"
"3679","transcriptome_MYRF","745"
"3680","transcriptome_MYRIP","25924"
"3681","transcriptome_MYSM1","114803"
"3682","transcriptome_MZF1","7593"
"3683","transcriptome_MZT2B","80097"
"3684","transcriptome_N4BP1","9683"
"3685","transcriptome_N4BP2","55728"
"3686","transcriptome_N4BP2L2","10443"
"3687","transcriptome_N4BP3","23138"
"3688","transcriptome_NAA15","80155"
"3689","transcriptome_NAA16","79612"
"3690","transcriptome_NAA20","51126"
"3691","transcriptome_NAA25","80018"
"3692","transcriptome_NAA38","84316"
"3693","transcriptome_NAA50","80218"
"3694","transcriptome_NAAA","27163"
"3695","transcriptome_NAALADL1","10004"
"3696","transcriptome_NAB1","4664"
"3697","transcriptome_NAB2","4665"
"3698","transcriptome_NABP1","64859"
"3699","transcriptome_NACA","4666"
"3700","transcriptome_NADK","65220"
"3701","transcriptome_NADK2","133686"
"3702","transcriptome_NADSYN1","55191"
"3703","transcriptome_NAGA","4668"
"3704","transcriptome_NAGK","55577"
"3705","transcriptome_NAGLU","4669"
"3706","transcriptome_NAIP","4671"
"3707","transcriptome_NAMPT","10135"
"3708","transcriptome_NANS","54187"
"3709","transcriptome_NAP1L1","4673"
"3710","transcriptome_NAP1L4","4676"
"3711","transcriptome_NAP1L5","266812"
"3712","transcriptome_NAPA","8775"
"3713","transcriptome_NAPB","63908"
"3714","transcriptome_NAPEPLD","222236"
"3715","transcriptome_NAPSA","9476"
"3716","transcriptome_NARF","26502"
"3717","transcriptome_NASP","4678"
"3718","transcriptome_NAT10","55226"
"3719","transcriptome_NAT8","9027"
"3720","transcriptome_NAT9","26151"
"3721","transcriptome_NAV1","89796"
"3722","transcriptome_NAV2","89797"
"3723","transcriptome_NBAS","51594"
"3724","transcriptome_NBEA","26960"
"3725","transcriptome_NBEAL2","23218"
"3726","transcriptome_NBPF1","55672"
"3727","transcriptome_NBPF15","284565"
"3728","transcriptome_NCAM1","4684"
"3729","transcriptome_NCAPD2","9918"
"3730","transcriptome_NCAPD3","23310"
"3731","transcriptome_NCAPH","23397"
"3732","transcriptome_NCAPH2","29781"
"3733","transcriptome_NCBP1","4686"
"3734","transcriptome_NCBP2","22916"
"3735","transcriptome_NCDN","23154"
"3736","transcriptome_NCF1","653361"
"3737","transcriptome_NCF2","4688"
"3738","transcriptome_NCK2","8440"
"3739","transcriptome_NCKAP1L","3071"
"3740","transcriptome_NCOA1","8648"
"3741","transcriptome_NCOA2","10499"
"3742","transcriptome_NCOA3","8202"
"3743","transcriptome_NCOA4","8031"
"3744","transcriptome_NCOA5","57727"
"3745","transcriptome_NCOA6","23054"
"3746","transcriptome_NCOA7","135112"
"3747","transcriptome_NCOR1","9611"
"3748","transcriptome_NCR3","259197"
"3749","transcriptome_NDE1","54820"
"3750","transcriptome_NDFIP1","80762"
"3751","transcriptome_NDOR1","27158"
"3752","transcriptome_NDRG1","10397"
"3753","transcriptome_NDRG4","65009"
"3754","transcriptome_NDST1","3340"
"3755","transcriptome_NDST2","8509"
"3756","transcriptome_NDUFA1","4694"
"3757","transcriptome_NDUFA2","4695"
"3758","transcriptome_NDUFA5","4698"
"3759","transcriptome_NDUFA6","4700"
"3760","transcriptome_NDUFAF3","25915"
"3761","transcriptome_NDUFAF7","55471"
"3762","transcriptome_NDUFB10","4716"
"3763","transcriptome_NDUFB11","54539"
"3764","transcriptome_NDUFB9","4715"
"3765","transcriptome_NDUFC1","4717"
"3766","transcriptome_NDUFS8","4728"
"3767","transcriptome_NDUFV1","4723"
"3768","transcriptome_NEB","4703"
"3769","transcriptome_NECAB3","63941"
"3770","transcriptome_NECAP2","55707"
"3771","transcriptome_NEDD9","4739"
"3772","transcriptome_NEFH","4744"
"3773","transcriptome_NEFM","4741"
"3774","transcriptome_NEIL1","79661"
"3775","transcriptome_NEIL2","252969"
"3776","transcriptome_NEK1","4750"
"3777","transcriptome_NEK11","79858"
"3778","transcriptome_NEK6","10783"
"3779","transcriptome_NEK7","140609"
"3780","transcriptome_NEK8","284086"
"3781","transcriptome_NELFB","25920"
"3782","transcriptome_NELFCD","51497"
"3783","transcriptome_NELFE","7936"
"3784","transcriptome_NELL2","4753"
"3785","transcriptome_NEMF","9147"
"3786","transcriptome_NET1","10276"
"3787","transcriptome_NEURL1","9148"
"3788","transcriptome_NEURL2","140825"
"3789","transcriptome_NEUROD2","4761"
"3790","transcriptome_NEXN","91624"
"3791","transcriptome_NF1","4763"
"3792","transcriptome_NF2","4771"
"3793","transcriptome_NFAM1","150372"
"3794","transcriptome_NFATC1","4772"
"3795","transcriptome_NFATC2","4773"
"3796","transcriptome_NFE2L1","4779"
"3797","transcriptome_NFE2L2","4780"
"3798","transcriptome_NFE2L3","9603"
"3799","transcriptome_NFIC","4782"
"3800","transcriptome_NFIL3","4783"
"3801","transcriptome_NFIX","4784"
"3802","transcriptome_NFKB1","4790"
"3803","transcriptome_NFKB2","4791"
"3804","transcriptome_NFKBIB","4793"
"3805","transcriptome_NFKBID","84807"
"3806","transcriptome_NFKBIE","4794"
"3807","transcriptome_NFKBIL1","4795"
"3808","transcriptome_NFU1","27247"
"3809","transcriptome_NFX1","4799"
"3810","transcriptome_NFXL1","152518"
"3811","transcriptome_NFYA","4800"
"3812","transcriptome_NFYB","4801"
"3813","transcriptome_NFYC","4802"
"3814","transcriptome_NGLY1","55768"
"3815","transcriptome_NGRN","51335"
"3816","transcriptome_NHLRC2","374354"
"3817","transcriptome_NHP2","55651"
"3818","transcriptome_NHS","4810"
"3819","transcriptome_NHSL1","57224"
"3820","transcriptome_NHSL2","340527"
"3821","transcriptome_NICN1","84276"
"3822","transcriptome_NID1","4811"
"3823","transcriptome_NID2","22795"
"3824","transcriptome_NIF3L1","60491"
"3825","transcriptome_NIN","51199"
"3826","transcriptome_NINJ1","4814"
"3827","transcriptome_NIP7","51388"
"3828","transcriptome_NIPA2","81614"
"3829","transcriptome_NIPAL3","57185"
"3830","transcriptome_NIPAL4","348938"
"3831","transcriptome_NIPBL","25836"
"3832","transcriptome_NIPSNAP1","8508"
"3833","transcriptome_NIPSNAP3A","25934"
"3834","transcriptome_NISCH","11188"
"3835","transcriptome_NIT1","4817"
"3836","transcriptome_NIT2","56954"
"3837","transcriptome_NKD1","85407"
"3838","transcriptome_NKG7","4818"
"3839","transcriptome_NKIRAS1","28512"
"3840","transcriptome_NKPD1","284353"
"3841","transcriptome_NKRF","55922"
"3842","transcriptome_NLGN3","54413"
"3843","transcriptome_NLRC3","197358"
"3844","transcriptome_NLRC4","58484"
"3845","transcriptome_NLRC5","84166"
"3846","transcriptome_NLRP1","22861"
"3847","transcriptome_NLRP3","114548"
"3848","transcriptome_NLRP6","171389"
"3849","transcriptome_NLRP7","199713"
"3850","transcriptome_NLRP9","338321"
"3851","transcriptome_NMB","4828"
"3852","transcriptome_NME3","4832"
"3853","transcriptome_NME4","4833"
"3854","transcriptome_NME6","10201"
"3855","transcriptome_NME9","347736"
"3856","transcriptome_NMI","9111"
"3857","transcriptome_NMNAT1","64802"
"3858","transcriptome_NMNAT3","349565"
"3859","transcriptome_NMRAL1","57407"
"3860","transcriptome_NMT1","4836"
"3861","transcriptome_NMT2","9397"
"3862","transcriptome_NNAT","4826"
"3863","transcriptome_NNT","23530"
"3864","transcriptome_NOC2L","26155"
"3865","transcriptome_NOD1","10392"
"3866","transcriptome_NOD2","64127"
"3867","transcriptome_NODAL","4838"
"3868","transcriptome_NOL3","8996"
"3869","transcriptome_NOL6","65083"
"3870","transcriptome_NOL7","51406"
"3871","transcriptome_NOL8","55035"
"3872","transcriptome_NOLC1","9221"
"3873","transcriptome_NOM1","64434"
"3874","transcriptome_NOMO1","23420"
"3875","transcriptome_NOMO3","408050"
"3876","transcriptome_NONO","4841"
"3877","transcriptome_NOP14","8602"
"3878","transcriptome_NOP16","51491"
"3879","transcriptome_NOP56","10528"
"3880","transcriptome_NOP58","51602"
"3881","transcriptome_NOP9","161424"
"3882","transcriptome_NOS1","4842"
"3883","transcriptome_NOS3","4846"
"3884","transcriptome_NOSIP","51070"
"3885","transcriptome_NOSTRIN","115677"
"3886","transcriptome_NOTCH2","4853"
"3887","transcriptome_NOTCH4","4855"
"3888","transcriptome_NOX1","27035"
"3889","transcriptome_NOXO1","124056"
"3890","transcriptome_NPAS1","4861"
"3891","transcriptome_NPAS2","4862"
"3892","transcriptome_NPAT","4863"
"3893","transcriptome_NPB","256933"
"3894","transcriptome_NPEPPS","9520"
"3895","transcriptome_NPHP3","27031"
"3896","transcriptome_NPIPB3","23117"
"3897","transcriptome_NPIPB5","100132247"
"3898","transcriptome_NPIPB6","728741"
"3899","transcriptome_NPL","80896"
"3900","transcriptome_NPLOC4","55666"
"3901","transcriptome_NPM1","4869"
"3902","transcriptome_NPPA","4878"
"3903","transcriptome_NPR2","4882"
"3904","transcriptome_NPRL2","10641"
"3905","transcriptome_NPRL3","8131"
"3906","transcriptome_NPTN","27020"
"3907","transcriptome_NQO1","1728"
"3908","transcriptome_NQO2","4835"
"3909","transcriptome_NR1D1","9572"
"3910","transcriptome_NR1D2","9975"
"3911","transcriptome_NR1H2","7376"
"3912","transcriptome_NR1H3","10062"
"3913","transcriptome_NR1I3","9970"
"3914","transcriptome_NR2C2","7182"
"3915","transcriptome_NR2C2AP","126382"
"3916","transcriptome_NR2E3","10002"
"3917","transcriptome_NR3C1","2908"
"3918","transcriptome_NR4A2","4929"
"3919","transcriptome_NRBF2","29982"
"3920","transcriptome_NRBP1","29959"
"3921","transcriptome_NREP","9315"
"3922","transcriptome_NRG4","145957"
"3923","transcriptome_NRGN","4900"
"3924","transcriptome_NRIP1","8204"
"3925","transcriptome_NRIP2","83714"
"3926","transcriptome_NRIP3","56675"
"3927","transcriptome_NRM","11270"
"3928","transcriptome_NRROS","375387"
"3929","transcriptome_NRSN2","80023"
"3930","transcriptome_NRXN3","9369"
"3931","transcriptome_NSA2","10412"
"3932","transcriptome_NSG1","27065"
"3933","transcriptome_NSL1","25936"
"3934","transcriptome_NSMAF","8439"
"3935","transcriptome_NSMCE1","197370"
"3936","transcriptome_NSMF","26012"
"3937","transcriptome_NSRP1","84081"
"3938","transcriptome_NSUN2","54888"
"3939","transcriptome_NSUN4","387338"
"3940","transcriptome_NT5C","30833"
"3941","transcriptome_NT5C1B","93034"
"3942","transcriptome_NT5DC1","221294"
"3943","transcriptome_NT5DC2","64943"
"3944","transcriptome_NTMT1","28989"
"3945","transcriptome_NTN1","9423"
"3946","transcriptome_NTN3","4917"
"3947","transcriptome_NTRK2","4915"
"3948","transcriptome_NTSR1","4923"
"3949","transcriptome_NUB1","51667"
"3950","transcriptome_NUBP1","4682"
"3951","transcriptome_NUBP2","10101"
"3952","transcriptome_NUCB1","4924"
"3953","transcriptome_NUCKS1","64710"
"3954","transcriptome_NUDC","10726"
"3955","transcriptome_NUDCD2","134492"
"3956","transcriptome_NUDCD3","23386"
"3957","transcriptome_NUDT1","4521"
"3958","transcriptome_NUDT10","170685"
"3959","transcriptome_NUDT11","55190"
"3960","transcriptome_NUDT13","25961"
"3961","transcriptome_NUDT15","55270"
"3962","transcriptome_NUDT16","131870"
"3963","transcriptome_NUDT17","200035"
"3964","transcriptome_NUDT19","390916"
"3965","transcriptome_NUDT21","11051"
"3966","transcriptome_NUDT22","84304"
"3967","transcriptome_NUDT5","11164"
"3968","transcriptome_NUDT6","11162"
"3969","transcriptome_NUMA1","4926"
"3970","transcriptome_NUMB","8650"
"3971","transcriptome_NUP153","9972"
"3972","transcriptome_NUP155","9631"
"3973","transcriptome_NUP160","23279"
"3974","transcriptome_NUP188","23511"
"3975","transcriptome_NUP205","23165"
"3976","transcriptome_NUP210L","91181"
"3977","transcriptome_NUP214","8021"
"3978","transcriptome_NUP62","23636"
"3979","transcriptome_NUP85","79902"
"3980","transcriptome_NUP88","4927"
"3981","transcriptome_NUTM2A","728118"
"3982","transcriptome_NUTM2B","729262"
"3983","transcriptome_NUTM2D","728130"
"3984","transcriptome_NUTM2F","54754"
"3985","transcriptome_NUTM2G","441457"
"3986","transcriptome_NVL","4931"
"3987","transcriptome_NXF1","10482"
"3988","transcriptome_NXN","64359"
"3989","transcriptome_NXPE1","120400"
"3990","transcriptome_NXPE3","91775"
"3991","transcriptome_NXPH3","11248"
"3992","transcriptome_NXT1","29107"
"3993","transcriptome_OARD1","221443"
"3994","transcriptome_OAS2","4939"
"3995","transcriptome_OAZ1","4946"
"3996","transcriptome_OAZ2","4947"
"3997","transcriptome_OAZ3","51686"
"3998","transcriptome_OBSCN","84033"
"3999","transcriptome_OCIAD1","54940"
"4000","transcriptome_ODC1","4953"
"4001","transcriptome_ODF3","113746"
"4002","transcriptome_ODF3B","440836"
