"","variable_id","ENTREZID"
"1313","transcriptome_CPQ","10404"
"1314","transcriptome_CPSF1","29894"
"1315","transcriptome_CPSF2","53981"
"1316","transcriptome_CPSF3","51692"
"1317","transcriptome_CPSF4L","642843"
"1318","transcriptome_CPSF6","11052"
"1319","transcriptome_CPT1A","1374"
"1320","transcriptome_CPT2","1376"
"1321","transcriptome_CPVL","54504"
"1322","transcriptome_CR1","1378"
"1323","transcriptome_CRAT","1384"
"1324","transcriptome_CRB2","286204"
"1325","transcriptome_CRB3","92359"
"1326","transcriptome_CRBN","51185"
"1327","transcriptome_CRCP","27297"
"1328","transcriptome_CREB1","1385"
"1329","transcriptome_CREB3","10488"
"1330","transcriptome_CREB3L2","64764"
"1331","transcriptome_CREB3L4","148327"
"1332","transcriptome_CREB5","9586"
"1333","transcriptome_CREBBP","1387"
"1334","transcriptome_CREBL2","1389"
"1335","transcriptome_CREBRF","153222"
"1336","transcriptome_CREBZF","58487"
"1337","transcriptome_CRELD1","78987"
"1338","transcriptome_CREM","1390"
"1339","transcriptome_CRHR2","1395"
"1340","transcriptome_CRIM1","51232"
"1341","transcriptome_CRIP1","1396"
"1342","transcriptome_CRIP2","1397"
"1343","transcriptome_CRKL","1399"
"1344","transcriptome_CRLF1","9244"
"1345","transcriptome_CRLF3","51379"
"1346","transcriptome_CRMP1","1400"
"1347","transcriptome_CRNKL1","51340"
"1348","transcriptome_CROCC","9696"
"1349","transcriptome_CROT","54677"
"1350","transcriptome_CRTAC1","55118"
"1351","transcriptome_CRTAP","10491"
"1352","transcriptome_CRTC2","200186"
"1353","transcriptome_CRTC3","64784"
"1354","transcriptome_CRY1","1407"
"1355","transcriptome_CRY2","1408"
"1356","transcriptome_CRYBA1","1411"
"1357","transcriptome_CRYBB1","1414"
"1358","transcriptome_CRYBG3","131544"
"1359","transcriptome_CRYZ","1429"
"1360","transcriptome_CS","1431"
"1361","transcriptome_CSAD","51380"
"1362","transcriptome_CSF2RB","1439"
"1363","transcriptome_CSF3R","1441"
"1364","transcriptome_CSGALNACT1","55790"
"1365","transcriptome_CSK","1445"
"1366","transcriptome_CSMD1","64478"
"1367","transcriptome_CSMD2","114784"
"1368","transcriptome_CSMD3","114788"
"1369","transcriptome_CSNK1A1","1452"
"1370","transcriptome_CSNK1A1L","122011"
"1371","transcriptome_CSNK1D","1453"
"1372","transcriptome_CSNK1G3","1456"
"1373","transcriptome_CSNK2A2","1459"
"1374","transcriptome_CSPG4","1464"
"1375","transcriptome_CSPP1","79848"
"1376","transcriptome_CSRNP1","64651"
"1377","transcriptome_CSRNP2","81566"
"1378","transcriptome_CSRP1","1465"
"1379","transcriptome_CST3","1471"
"1380","transcriptome_CST7","8530"
"1381","transcriptome_CSTF2T","23283"
"1382","transcriptome_CTAGE9","643854"
"1383","transcriptome_CTBP1","1487"
"1384","transcriptome_CTBP2","1488"
"1385","transcriptome_CTC1","80169"
"1386","transcriptome_CTCF","10664"
"1387","transcriptome_CTDNEP1","23399"
"1388","transcriptome_CTDP1","9150"
"1389","transcriptome_CTDSP1","58190"
"1390","transcriptome_CTDSP2","10106"
"1391","transcriptome_CTDSPL2","51496"
"1392","transcriptome_CTHRC1","115908"
"1393","transcriptome_CTIF","9811"
"1394","transcriptome_CTNNA1","1495"
"1395","transcriptome_CTNNB1","1499"
"1396","transcriptome_CTNND2","1501"
"1397","transcriptome_CTNS","1497"
"1398","transcriptome_CTPS1","1503"
"1399","transcriptome_CTR9","9646"
"1400","transcriptome_CTRL","1506"
"1401","transcriptome_CTSA","5476"
"1402","transcriptome_CTSB","1508"
"1403","transcriptome_CTSC","1075"
"1404","transcriptome_CTSH","1512"
"1405","transcriptome_CTSS","1520"
"1406","transcriptome_CTSW","1521"
"1407","transcriptome_CTSZ","1522"
"1408","transcriptome_CTTN","2017"
"1409","transcriptome_CTU2","348180"
"1410","transcriptome_CUBN","8029"
"1411","transcriptome_CUL1","8454"
"1412","transcriptome_CUL4A","8451"
"1413","transcriptome_CUL4B","8450"
"1414","transcriptome_CUL5","8065"
"1415","transcriptome_CUL7","9820"
"1416","transcriptome_CUL9","23113"
"1417","transcriptome_CUX1","1523"
"1418","transcriptome_CUX2","23316"
"1419","transcriptome_CWC25","54883"
"1420","transcriptome_CWF19L2","143884"
"1421","transcriptome_CX3CR1","1524"
"1422","transcriptome_CXADR","1525"
"1423","transcriptome_CXCL17","284340"
"1424","transcriptome_CXCL3","2921"
"1425","transcriptome_CXCR4","7852"
"1426","transcriptome_CXCR5","643"
"1427","transcriptome_CXCR6","10663"
"1428","transcriptome_CXXC1","30827"
"1429","transcriptome_CXorf38","159013"
"1430","transcriptome_CXorf58","254158"
"1431","transcriptome_CYB561","1534"
"1432","transcriptome_CYB561A3","220002"
"1433","transcriptome_CYB561D1","284613"
"1434","transcriptome_CYB561D2","11068"
"1435","transcriptome_CYB5D1","124637"
"1436","transcriptome_CYB5D2","124936"
"1437","transcriptome_CYBA","1535"
"1438","transcriptome_CYBB","1536"
"1439","transcriptome_CYC1","1537"
"1440","transcriptome_CYCS","54205"
"1441","transcriptome_CYFIP1","23191"
"1442","transcriptome_CYFIP2","26999"
"1443","transcriptome_CYGB","114757"
"1444","transcriptome_CYLD","1540"
"1445","transcriptome_CYP11B1","1584"
"1446","transcriptome_CYP17A1","1586"
"1447","transcriptome_CYP1B1","1545"
"1448","transcriptome_CYP20A1","57404"
"1449","transcriptome_CYP2A6","1548"
"1450","transcriptome_CYP2A7","1549"
"1451","transcriptome_CYP2R1","120227"
"1452","transcriptome_CYP2W1","54905"
"1453","transcriptome_CYP3A4","1576"
"1454","transcriptome_CYP3A5","1577"
"1455","transcriptome_CYP4V2","285440"
"1456","transcriptome_CYP51A1","1595"
"1457","transcriptome_CYTH1","9267"
"1458","transcriptome_CYTH2","9266"
"1459","transcriptome_CYTH3","9265"
"1460","transcriptome_D2HGDH","728294"
"1461","transcriptome_DAAM1","23002"
"1462","transcriptome_DAAM2","23500"
"1463","transcriptome_DAB2","1601"
"1464","transcriptome_DAG1","1605"
"1465","transcriptome_DAGLB","221955"
"1466","transcriptome_DALRD3","55152"
"1467","transcriptome_DAP3","7818"
"1468","transcriptome_DAPK1","1612"
"1469","transcriptome_DAPK3","1613"
"1470","transcriptome_DAPP1","27071"
"1471","transcriptome_DARS2","55157"
"1472","transcriptome_DAXX","1616"
"1473","transcriptome_DAZAP1","26528"
"1474","transcriptome_DAZAP2","9802"
"1475","transcriptome_DBF4","10926"
"1476","transcriptome_DBH","1621"
"1477","transcriptome_DBI","1622"
"1478","transcriptome_DBNL","28988"
"1479","transcriptome_DBP","1628"
"1480","transcriptome_DBT","1629"
"1481","transcriptome_DCAF10","79269"
"1482","transcriptome_DCAF13","25879"
"1483","transcriptome_DCAF15","90379"
"1484","transcriptome_DCAF16","54876"
"1485","transcriptome_DCAF17","80067"
"1486","transcriptome_DCAF5","8816"
"1487","transcriptome_DCAF6","55827"
"1488","transcriptome_DCAF7","10238"
"1489","transcriptome_DCAF8","50717"
"1490","transcriptome_DCBLD1","285761"
"1491","transcriptome_DCDC2B","149069"
"1492","transcriptome_DCHS1","8642"
"1493","transcriptome_DCHS2","54798"
"1494","transcriptome_DCLK2","166614"
"1495","transcriptome_DCLRE1C","64421"
"1496","transcriptome_DCP2","167227"
"1497","transcriptome_DCST2","127579"
"1498","transcriptome_DCT","1638"
"1499","transcriptome_DCTN1","1639"
"1500","transcriptome_DCTN2","10540"
"1501","transcriptome_DCUN1D1","54165"
"1502","transcriptome_DCUN1D5","84259"
"1503","transcriptome_DDA1","79016"
"1504","transcriptome_DDAH1","23576"
"1505","transcriptome_DDAH2","23564"
"1506","transcriptome_DDB1","1642"
"1507","transcriptome_DDB2","1643"
"1508","transcriptome_DDHD1","80821"
"1509","transcriptome_DDHD2","23259"
"1510","transcriptome_DDI1","414301"
"1511","transcriptome_DDIT3","1649"
"1512","transcriptome_DDIT4","54541"
"1513","transcriptome_DDOST","1650"
"1514","transcriptome_DDRGK1","65992"
"1515","transcriptome_DDTL","100037417"
"1516","transcriptome_DDX1","1653"
"1517","transcriptome_DDX17","10521"
"1518","transcriptome_DDX18","8886"
"1519","transcriptome_DDX19A","55308"
"1520","transcriptome_DDX19B","11269"
"1521","transcriptome_DDX20","11218"
"1522","transcriptome_DDX21","9188"
"1523","transcriptome_DDX23","9416"
"1524","transcriptome_DDX27","55661"
"1525","transcriptome_DDX28","55794"
"1526","transcriptome_DDX39A","10212"
"1527","transcriptome_DDX3X","1654"
"1528","transcriptome_DDX41","51428"
"1529","transcriptome_DDX42","11325"
"1530","transcriptome_DDX46","9879"
"1531","transcriptome_DDX49","54555"
"1532","transcriptome_DDX51","317781"
"1533","transcriptome_DDX52","11056"
"1534","transcriptome_DDX54","79039"
"1535","transcriptome_DDX55","57696"
"1536","transcriptome_DDX56","54606"
"1537","transcriptome_DDX58","23586"
"1538","transcriptome_DDX59","83479"
"1539","transcriptome_DDX60","55601"
"1540","transcriptome_DEAF1","10522"
"1541","transcriptome_DEDD","9191"
"1542","transcriptome_DEF6","50619"
"1543","transcriptome_DEF8","54849"
"1544","transcriptome_DEGS2","123099"
"1545","transcriptome_DEK","7913"
"1546","transcriptome_DENND1A","57706"
"1547","transcriptome_DENND1C","79958"
"1548","transcriptome_DENND2D","79961"
"1549","transcriptome_DENND3","22898"
"1550","transcriptome_DENND4B","9909"
"1551","transcriptome_DENND4C","55667"
"1552","transcriptome_DENND5A","23258"
"1553","transcriptome_DENND6A","201627"
"1554","transcriptome_DENND6B","414918"
"1555","transcriptome_DEPDC5","9681"
"1556","transcriptome_DERL1","79139"
"1557","transcriptome_DERL3","91319"
"1558","transcriptome_DEXI","28955"
"1559","transcriptome_DGAT1","8694"
"1560","transcriptome_DGCR2","9993"
"1561","transcriptome_DGCR8","54487"
"1562","transcriptome_DGKA","1606"
"1563","transcriptome_DGKD","8527"
"1564","transcriptome_DGKE","8526"
"1565","transcriptome_DGKH","160851"
"1566","transcriptome_DGKQ","1609"
"1567","transcriptome_DGKZ","8525"
"1568","transcriptome_DHCR24","1718"
"1569","transcriptome_DHDDS","79947"
"1570","transcriptome_DHFR","1719"
"1571","transcriptome_DHODH","1723"
"1572","transcriptome_DHRS1","115817"
"1573","transcriptome_DHRS12","79758"
"1574","transcriptome_DHRS4","10901"
"1575","transcriptome_DHRS7","51635"
"1576","transcriptome_DHRS7B","25979"
"1577","transcriptome_DHX15","1665"
"1578","transcriptome_DHX16","8449"
"1579","transcriptome_DHX30","22907"
"1580","transcriptome_DHX32","55760"
"1581","transcriptome_DHX33","56919"
"1582","transcriptome_DHX34","9704"
"1583","transcriptome_DHX36","170506"
"1584","transcriptome_DHX37","57647"
"1585","transcriptome_DHX38","9785"
"1586","transcriptome_DHX8","1659"
"1587","transcriptome_DHX9","1660"
"1588","transcriptome_DIAPH1","1729"
"1589","transcriptome_DIAPH2","1730"
"1590","transcriptome_DIDO1","11083"
"1591","transcriptome_DIMT1","27292"
"1592","transcriptome_DIO1","1733"
"1593","transcriptome_DIP2A","23181"
"1594","transcriptome_DIP2B","57609"
"1595","transcriptome_DIP2C","22982"
"1596","transcriptome_DIS3","22894"
"1597","transcriptome_DIS3L","115752"
"1598","transcriptome_DISP2","85455"
"1599","transcriptome_DKC1","1736"
"1600","transcriptome_DKK3","27122"
"1601","transcriptome_DLAT","1737"
"1602","transcriptome_DLEC1","9940"
"1603","transcriptome_DLG1","1739"
"1604","transcriptome_DLG2","1740"
"1605","transcriptome_DLG4","1742"
"1606","transcriptome_DLGAP4","22839"
"1607","transcriptome_DLK2","65989"
"1608","transcriptome_DLL1","28514"
"1609","transcriptome_DLST","1743"
"1610","transcriptome_DMTF1","9988"
"1611","transcriptome_DMTN","2039"
"1612","transcriptome_DMXL1","1657"
"1613","transcriptome_DNAAF1","123872"
"1614","transcriptome_DNAAF2","55172"
"1615","transcriptome_DNAH1","25981"
"1616","transcriptome_DNAH10","196385"
"1617","transcriptome_DNAH11","8701"
"1618","transcriptome_DNAH12","201625"
"1619","transcriptome_DNAH14","127602"
"1620","transcriptome_DNAH17","8632"
"1621","transcriptome_DNAH2","146754"
"1622","transcriptome_DNAH3","55567"
"1623","transcriptome_DNAH7","56171"
"1624","transcriptome_DNAH8","1769"
"1625","transcriptome_DNAH9","1770"
"1626","transcriptome_DNAJA2","10294"
"1627","transcriptome_DNAJA3","9093"
"1628","transcriptome_DNAJA4","55466"
"1629","transcriptome_DNAJB1","3337"
"1630","transcriptome_DNAJB12","54788"
"1631","transcriptome_DNAJB13","374407"
"1632","transcriptome_DNAJB14","79982"
"1633","transcriptome_DNAJB2","3300"
"1634","transcriptome_DNAJB5","25822"
"1635","transcriptome_DNAJB6","10049"
"1636","transcriptome_DNAJB7","150353"
"1637","transcriptome_DNAJB8","165721"
"1638","transcriptome_DNAJC1","64215"
"1639","transcriptome_DNAJC10","54431"
"1640","transcriptome_DNAJC11","55735"
"1641","transcriptome_DNAJC14","85406"
"1642","transcriptome_DNAJC16","23341"
"1643","transcriptome_DNAJC17","55192"
"1644","transcriptome_DNAJC18","202052"
"1645","transcriptome_DNAJC19","131118"
"1646","transcriptome_DNAJC2","27000"
"1647","transcriptome_DNAJC21","134218"
"1648","transcriptome_DNAJC24","120526"
"1649","transcriptome_DNAJC27","51277"
"1650","transcriptome_DNAJC4","3338"
"1651","transcriptome_DNAJC5","80331"
"1652","transcriptome_DNAJC7","7266"
"1653","transcriptome_DNAJC9","23234"
"1654","transcriptome_DNAL1","83544"
"1655","transcriptome_DNASE1","1773"
"1656","transcriptome_DNASE1L1","1774"
"1657","transcriptome_DNASE1L2","1775"
"1658","transcriptome_DND1","373863"
"1659","transcriptome_DNHD1","144132"
"1660","transcriptome_DNLZ","728489"
"1661","transcriptome_DNM1","1759"
"1662","transcriptome_DNM1L","10059"
"1663","transcriptome_DNM2","1785"
"1664","transcriptome_DNM3","26052"
"1665","transcriptome_DNMT1","1786"
"1666","transcriptome_DNMT3A","1788"
"1667","transcriptome_DNPH1","10591"
"1668","transcriptome_DNTTIP2","30836"
"1669","transcriptome_DOC2A","8448"
"1670","transcriptome_DOCK10","55619"
"1671","transcriptome_DOCK11","139818"
"1672","transcriptome_DOCK2","1794"
"1673","transcriptome_DOCK3","1795"
"1674","transcriptome_DOCK5","80005"
"1675","transcriptome_DOCK6","57572"
"1676","transcriptome_DOCK7","85440"
"1677","transcriptome_DOCK8","81704"
"1678","transcriptome_DOCK9","23348"
"1679","transcriptome_DOK1","1796"
"1680","transcriptome_DOK2","9046"
"1681","transcriptome_DOK3","79930"
"1682","transcriptome_DOK4","55715"
"1683","transcriptome_DOK6","220164"
"1684","transcriptome_DOK7","285489"
"1685","transcriptome_DOLK","22845"
"1686","transcriptome_DONSON","29980"
"1687","transcriptome_DOT1L","84444"
"1688","transcriptome_DPCD","25911"
"1689","transcriptome_DPEP2","64174"
"1690","transcriptome_DPH5","51611"
"1691","transcriptome_DPM1","8813"
"1692","transcriptome_DPP3","10072"
"1693","transcriptome_DPP4","1803"
"1694","transcriptome_DPP7","29952"
"1695","transcriptome_DPP8","54878"
"1696","transcriptome_DPYD","1806"
"1697","transcriptome_DPYSL2","1808"
"1698","transcriptome_DPYSL4","10570"
"1699","transcriptome_DR1","1810"
"1700","transcriptome_DRAM1","55332"
"1701","transcriptome_DRAP1","10589"
"1702","transcriptome_DRD5","1816"
"1703","transcriptome_DRG1","4733"
"1704","transcriptome_DROSHA","29102"
"1705","transcriptome_DSCAM","1826"
"1706","transcriptome_DSCAML1","57453"
"1707","transcriptome_DSE","29940"
"1708","transcriptome_DST","667"
"1709","transcriptome_DSTN","11034"
"1710","transcriptome_DTHD1","401124"
"1711","transcriptome_DTNA","1837"
"1712","transcriptome_DTNB","1838"
"1713","transcriptome_DTNBP1","84062"
"1714","transcriptome_DTX1","1840"
"1715","transcriptome_DTX3L","151636"
"1716","transcriptome_DTX4","23220"
"1717","transcriptome_DTYMK","1841"
"1718","transcriptome_DUOX1","53905"
"1719","transcriptome_DUS2","54920"
"1720","transcriptome_DUS3L","56931"
"1721","transcriptome_DUS4L","11062"
"1722","transcriptome_DUSP14","11072"
"1723","transcriptome_DUSP16","80824"
"1724","transcriptome_DUSP18","150290"
"1725","transcriptome_DUSP2","1844"
"1726","transcriptome_DUSP28","285193"
"1727","transcriptome_DUSP6","1848"
"1728","transcriptome_DUT","1854"
"1729","transcriptome_DVL1","1855"
"1730","transcriptome_DVL3","1857"
"1731","transcriptome_DXO","1797"
"1732","transcriptome_DYNC1H1","1778"
"1733","transcriptome_DYNC1LI1","51143"
"1734","transcriptome_DYNC1LI2","1783"
"1735","transcriptome_DYNLL1","8655"
"1736","transcriptome_DYNLL2","140735"
"1737","transcriptome_DYNLRB1","83658"
"1738","transcriptome_DYNLT1","6993"
"1739","transcriptome_DYRK1A","1859"
"1740","transcriptome_DYSF","8291"
"1741","transcriptome_DZIP3","9666"
"1742","transcriptome_E2F3","1871"
"1743","transcriptome_E2F4","1874"
"1744","transcriptome_E4F1","1877"
"1745","transcriptome_EAF1","85403"
"1746","transcriptome_EBAG9","9166"
"1747","transcriptome_EBF1","1879"
"1748","transcriptome_EBPL","84650"
"1749","transcriptome_ECD","11319"
"1750","transcriptome_ECE1","1889"
"1751","transcriptome_ECM2","1842"
"1752","transcriptome_ECT2L","345930"
"1753","transcriptome_EDAR","10913"
"1754","transcriptome_EDC3","80153"
"1755","transcriptome_EDC4","23644"
"1756","transcriptome_EDEM1","9695"
"1757","transcriptome_EDEM3","80267"
"1758","transcriptome_EDF1","8721"
"1759","transcriptome_EDRF1","26098"
"1760","transcriptome_EEF1A1","1915"
"1761","transcriptome_EEF1B2","1933"
"1762","transcriptome_EEF1D","1936"
"1763","transcriptome_EEF1G","1937"
"1764","transcriptome_EEF2K","29904"
"1765","transcriptome_EFCAB10","100130771"
"1766","transcriptome_EFCAB13","124989"
"1767","transcriptome_EFCAB14","9813"
"1768","transcriptome_EFCAB5","374786"
"1769","transcriptome_EFCAB7","84455"
"1770","transcriptome_EFEMP2","30008"
"1771","transcriptome_EFNA1","1942"
"1772","transcriptome_EFR3A","23167"
"1773","transcriptome_EFR3B","22979"
"1774","transcriptome_EFTUD2","9343"
"1775","transcriptome_EGFL7","51162"
"1776","transcriptome_EGLN1","54583"
"1777","transcriptome_EGR1","1958"
"1778","transcriptome_EHBP1L1","254102"
"1779","transcriptome_EHD1","10938"
"1780","transcriptome_EHD4","30844"
"1781","transcriptome_EHMT1","79813"
"1782","transcriptome_EHMT2","10919"
"1783","transcriptome_EID2","163126"
"1784","transcriptome_EIF1AD","84285"
"1785","transcriptome_EIF2A","83939"
"1786","transcriptome_EIF2AK1","27102"
"1787","transcriptome_EIF2AK3","9451"
"1788","transcriptome_EIF2AK4","440275"
"1789","transcriptome_EIF2B1","1967"
"1790","transcriptome_EIF2B2","8892"
"1791","transcriptome_EIF2B4","8890"
"1792","transcriptome_EIF2B5","8893"
"1793","transcriptome_EIF2D","1939"
"1794","transcriptome_EIF2S1","1965"
"1795","transcriptome_EIF2S2","8894"
"1796","transcriptome_EIF2S3","1968"
"1797","transcriptome_EIF3A","8661"
"1798","transcriptome_EIF3B","8662"
"1799","transcriptome_EIF3D","8664"
"1800","transcriptome_EIF3F","8665"
"1801","transcriptome_EIF3G","8666"
"1802","transcriptome_EIF3L","51386"
"1803","transcriptome_EIF3M","10480"
"1804","transcriptome_EIF4B","1975"
"1805","transcriptome_EIF4E","1977"
"1806","transcriptome_EIF4E2","9470"
"1807","transcriptome_EIF4E3","317649"
"1808","transcriptome_EIF4EBP2","1979"
"1809","transcriptome_EIF4ENIF1","56478"
"1810","transcriptome_EIF4G1","1981"
"1811","transcriptome_EIF4G3","8672"
"1812","transcriptome_EIF4H","7458"
"1813","transcriptome_EIF5","1983"
"1814","transcriptome_EIF5A","1984"
"1815","transcriptome_EIF6","3692"
"1816","transcriptome_ELAC2","60528"
"1817","transcriptome_ELAVL1","1994"
"1818","transcriptome_ELF2","1998"
"1819","transcriptome_ELF4","2000"
"1820","transcriptome_ELFN2","114794"
"1821","transcriptome_ELK3","2004"
"1822","transcriptome_ELK4","2005"
"1823","transcriptome_ELL","8178"
"1824","transcriptome_ELL3","80237"
"1825","transcriptome_ELMO1","9844"
"1826","transcriptome_ELMO2","63916"
"1827","transcriptome_ELMO3","79767"
"1828","transcriptome_ELMOD3","84173"
"1829","transcriptome_ELN","2006"
"1830","transcriptome_ELOVL2","54898"
"1831","transcriptome_ELOVL5","60481"
"1832","transcriptome_ELP5","23587"
"1833","transcriptome_EMB","133418"
"1834","transcriptome_EMC1","23065"
"1835","transcriptome_EMC3","55831"
"1836","transcriptome_EMC4","51234"
"1837","transcriptome_EMC6","83460"
"1838","transcriptome_EMC9","51016"
"1839","transcriptome_EME1","146956"
"1840","transcriptome_EME2","197342"
"1841","transcriptome_EMG1","10436"
"1842","transcriptome_EMILIN1","11117"
"1843","transcriptome_EMILIN2","84034"
"1844","transcriptome_EML2","24139"
"1845","transcriptome_EML3","256364"
"1846","transcriptome_EML4","27436"
"1847","transcriptome_EML5","161436"
"1848","transcriptome_EML6","400954"
"1849","transcriptome_EMP3","2014"
"1850","transcriptome_EMX1","2016"
"1851","transcriptome_ENAH","55740"
"1852","transcriptome_ENAM","10117"
"1853","transcriptome_ENC1","8507"
"1854","transcriptome_ENDOG","2021"
"1855","transcriptome_ENG","2022"
"1856","transcriptome_ENGASE","64772"
"1857","transcriptome_ENKD1","84080"
"1858","transcriptome_ENO1","2023"
"1859","transcriptome_ENO4","387712"
"1860","transcriptome_ENOPH1","58478"
"1861","transcriptome_ENOSF1","55556"
"1862","transcriptome_ENPP5","59084"
"1863","transcriptome_ENSA","2029"
"1864","transcriptome_ENTPD1","953"
"1865","transcriptome_ENTPD3","956"
"1866","transcriptome_ENTPD4","9583"
"1867","transcriptome_ENTPD7","57089"
"1868","transcriptome_ENTPD8","377841"
"1869","transcriptome_EOMES","8320"
"1870","transcriptome_EP300","2033"
"1871","transcriptome_EPB41L1","2036"
"1872","transcriptome_EPB41L2","2037"
"1873","transcriptome_EPB41L3","23136"
"1874","transcriptome_EPB41L5","57669"
"1875","transcriptome_EPB42","2038"
"1876","transcriptome_EPG5","57724"
"1877","transcriptome_EPGN","255324"
"1878","transcriptome_EPHA1","2041"
"1879","transcriptome_EPHA4","2043"
"1880","transcriptome_EPHB6","2051"
"1881","transcriptome_EPHX1","2052"
"1882","transcriptome_EPM2A","7957"
"1883","transcriptome_EPM2AIP1","9852"
"1884","transcriptome_EPN2","22905"
"1885","transcriptome_EPN3","55040"
"1886","transcriptome_EPOR","2057"
"1887","transcriptome_EPPK1","83481"
"1888","transcriptome_EPS15","2060"
"1889","transcriptome_EPS15L1","58513"
"1890","transcriptome_EPS8L1","54869"
"1891","transcriptome_EPSTI1","94240"
"1892","transcriptome_EPX","8288"
"1893","transcriptome_ERAP1","51752"
"1894","transcriptome_ERAP2","64167"
"1895","transcriptome_ERBB2","2064"
"1896","transcriptome_ERBB3","2065"
"1897","transcriptome_ERC1","23085"
"1898","transcriptome_ERCC1","2067"
"1899","transcriptome_ERCC5","2073"
"1900","transcriptome_ERCC6L","54821"
"1901","transcriptome_ERCC6L2","375748"
"1902","transcriptome_ERF","2077"
"1903","transcriptome_ERGIC1","57222"
"1904","transcriptome_ERGIC2","51290"
"1905","transcriptome_ERI2","112479"
"1906","transcriptome_ERI3","79033"
"1907","transcriptome_ERICH1","157697"
"1908","transcriptome_ERICH6","131831"
"1909","transcriptome_ERLEC1","27248"
"1910","transcriptome_ERMAP","114625"
"1911","transcriptome_ERMP1","79956"
"1912","transcriptome_ERN1","2081"
"1913","transcriptome_ERP29","10961"
"1914","transcriptome_ERP44","23071"
"1915","transcriptome_ERVFRD-1","405754"
"1916","transcriptome_ESAM","90952"
"1917","transcriptome_ESCO1","114799"
"1918","transcriptome_ESPN","83715"
"1919","transcriptome_ESR2","2100"
"1920","transcriptome_ESRP2","80004"
"1921","transcriptome_ESYT1","23344"
"1922","transcriptome_ESYT2","57488"
"1923","transcriptome_ESYT3","83850"
"1924","transcriptome_ETFDH","2110"
"1925","transcriptome_ETS1","2113"
"1926","transcriptome_ETV3","2117"
"1927","transcriptome_ETV6","2120"
"1928","transcriptome_EVA1B","55194"
"1929","transcriptome_EVA1C","59271"
"1930","transcriptome_EVI2A","2123"
"1931","transcriptome_EVI2B","2124"
"1932","transcriptome_EVL","51466"
"1933","transcriptome_EVPL","2125"
"1934","transcriptome_EXOC2","55770"
"1935","transcriptome_EXOC3","11336"
"1936","transcriptome_EXOC4","60412"
"1937","transcriptome_EXOC5","10640"
"1938","transcriptome_EXOC7","23265"
"1939","transcriptome_EXOSC1","51013"
"1940","transcriptome_EXOSC10","5394"
"1941","transcriptome_EXOSC3","51010"
"1942","transcriptome_EXOSC4","54512"
"1943","transcriptome_EXOSC5","56915"
"1944","transcriptome_EXOSC8","11340"
"1945","transcriptome_EXOSC9","5393"
"1946","transcriptome_EXTL2","2135"
"1947","transcriptome_EXTL3","2137"
"1948","transcriptome_EYA3","2140"
"1949","transcriptome_EYS","346007"
"1950","transcriptome_EZH1","2145"
"1951","transcriptome_EZH2","2146"
"1952","transcriptome_EZR","7430"
"1953","transcriptome_F11R","50848"
"1954","transcriptome_F2R","2149"
"1955","transcriptome_F2RL2","2151"
"1956","transcriptome_F5","2153"
"1957","transcriptome_FABP3","2170"
"1958","transcriptome_FADS1","3992"
"1959","transcriptome_FADS2","9415"
"1960","transcriptome_FAIM","55179"
"1961","transcriptome_FAM102A","399665"
"1962","transcriptome_FAM104A","84923"
"1963","transcriptome_FAM107B","83641"
"1964","transcriptome_FAM111A","63901"
"1965","transcriptome_FAM111B","374393"
"1966","transcriptome_FAM117A","81558"
"1967","transcriptome_FAM117B","150864"
"1968","transcriptome_FAM118A","55007"
"1969","transcriptome_FAM118B","79607"
"1970","transcriptome_FAM120A","23196"
"1971","transcriptome_FAM120AOS","158293"
"1972","transcriptome_FAM120B","84498"
"1973","transcriptome_FAM120C","54954"
"1974","transcriptome_FAM124A","220108"
"1975","transcriptome_FAM131A","131408"
"1976","transcriptome_FAM131B","9715"
"1977","transcriptome_FAM13A","10144"
"1978","transcriptome_FAM149B1","317662"
"1979","transcriptome_FAM161B","145483"
"1980","transcriptome_FAM162A","26355"
"1981","transcriptome_FAM166B","730112"
"1982","transcriptome_FAM168A","23201"
"1983","transcriptome_FAM168B","130074"
"1984","transcriptome_FAM169A","26049"
"1985","transcriptome_FAM177A1","283635"
"1986","transcriptome_FAM184A","79632"
"1987","transcriptome_FAM184B","27146"
"1988","transcriptome_FAM185A","222234"
"1989","transcriptome_FAM186A","121006"
"1990","transcriptome_FAM186B","84070"
"1991","transcriptome_FAM189A1","23359"
"1992","transcriptome_FAM193A","8603"
"1993","transcriptome_FAM193B","54540"
"1994","transcriptome_FAM199X","139231"
"1995","transcriptome_FAM20A","54757"
"1996","transcriptome_FAM20B","9917"
"1997","transcriptome_FAM214A","56204"
"1998","transcriptome_FAM214B","80256"
"1999","transcriptome_FAM216A","29902"
"2000","transcriptome_FAM217B","63939"
"2001","transcriptome_FAM219A","203259"
"2002","transcriptome_FAM219B","57184"
"2003","transcriptome_FAM222B","55731"
"2004","transcriptome_FAM228B","375190"
"2005","transcriptome_FAM32A","26017"
"2006","transcriptome_FAM3A","60343"
"2007","transcriptome_FAM43A","131583"
"2008","transcriptome_FAM50A","9130"
"2009","transcriptome_FAM53B","9679"
"2010","transcriptome_FAM78A","286336"
"2011","transcriptome_FAM83A","84985"
"2012","transcriptome_FAM86B1","85002"
"2013","transcriptome_FAM89B","23625"
"2014","transcriptome_FAM8A1","51439"
"2015","transcriptome_FAM98B","283742"
